organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url,org_url
ShopRite,4,ShopRite.png,tenant,,ShopRite,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/ShopRite.png,,,,,,https://www.shoprite.com
Centaur Properties,4,Centaur_Properties.png,owner,,Centaur Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Centaur_Properties.png,,,,,,https://centaurproperties.com
Princeton International Properties,4,Princeton_International_Properties.png,property manager,,Princeton International,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Princeton_International_Properties.png,Princeton International|princeton international,,,,,https://www.princetonprop.com
Unity Health Care,4,Unity_Health_Care.png,tenant,,Unity Health Care,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Unity_Health_Care.png,,,,,,https://www.unityhealthcare.org
"Stoladi Property Group, Inc.",8,Stoladi_Property_Group_Inc.png,property manager,,Stoladi Property Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stoladi_Property_Group_Inc.png,stoladi property group|Stoladi Property Group,,,,,https://stoladi.com
Children's National Medical Center,3,Children_s_National_Medical_Center.png,owner/occupier,,Children's National,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Children_s_National_Medical_Center.png,Children's National|children's national,,,,,https://www.childrensnational.org
Commonwealth Of Pennsylvania,5,Commonwealth_Of_Pennsylvania.png,owner,,PA State Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Commonwealth_Of_Pennsylvania.png,Keystone|PA|Penn|pennsylvania|Pennsylvania,,,,,https://www.pa.gov
Republic Properties Corporation,3,Republic_Properties_Corporation.png,owner,,Republic Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Republic_Properties_Corporation.png,republic properties|Republic Properties,,,,,https://www.republicpropertiescorp.com
Cornish College Of The Arts,4,Cornish_College_Of_The_Arts.png,owner,,Cornish College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cornish_College_Of_The_Arts.png,Cornish College|cornish college,,,,,https://www.cornish.edu
Kimpton Hotels,4,Kimpton_Hotels.png,tenant,,Kimpton Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kimpton_Hotels.png,,,,,,https://www.kimptonhotels.com
Philadelphia Fire Department (Pfd),0,Philadelphia_Fire_Department_Pfd.png,tenant,,Philadelphia Fire,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Philadelphia_Fire_Department_Pfd.png,philadelphia fire|Philadelphia Fire,,,,,https://www.phila.gov/departments/philadelphia-fire-department
Philadelphia Police Department (Ppd),0,Philadelphia_Police_Department_Ppd.png,tenant,,Philadelphia Police,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Philadelphia_Police_Department_Ppd.png,Philadelphia Police|philadelphia police|Philly Police|PPD,,,,,https://www.phillypolice.com
Holy Family University,4,Holy_Family_University.png,owner,,Holy Family University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Holy_Family_University.png,hfu,,,,,https://www.holyfamily.edu
Maimonides Medical Center,4,Maimonides_Medical_Center.png,owner/occupier,,Maimonides Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Maimonides_Medical_Center.png,,,,,,https://www.maimonides.org
Ellman Realty Advisors,5,Ellman_Realty_Advisors.png,property manager,,Ellman Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ellman_Realty_Advisors.png,Ellman Realty|ellman realty,,,,,https://nycoffice.com
Fashion Options,4,Fashion_Options.png,tenant,,Fashion Options,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fashion_Options.png,,,,,,https://www.fashionoptionsmiami.com
St. John's University,4,St_John_s_University.png,owner/occupier,,St. John's University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_John_s_University.png,sju,,,,,https://www.stjohns.edu
Nicotra Group,4,Nicotra_Group.png,owner,,Nicotra Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Nicotra_Group.png,,,,,,https://www.nicotragroup.com
Silvercup Studios,4,Silvercup_Studios.png,owner/occupier,,Silvercup Studios,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Silvercup_Studios.png,,,,,,https://www.silvercupstudios.com
Fordham University,4,Fordham_University.png,owner/occupier,,Fordham,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fordham_University.png,Bronx|Fordham|fordham|fu|Rams|Rose Hill,,,,,https://www.fordham.edu
COPT Defense Properties,0,COPT_Defense_Properties.png,owner/operator,,COPT Defense,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/COPT_Defense_Properties.png,COPT Defense|copt defense,,,,,https://www.copt.com
Spectrum Properties Group Inc.,9,Spectrum.png,owner/operator,,Spectrum Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Spectrum.png,spectrum properties|Spectrum Properties,,,,,https://www.spectrumproperties.com
Wagner College,0,Wagner_College.png,owner/occupier,,Wagner College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Wagner_College.png,,,,,,https://wagner.edu
MHF,4,MHF.png,owner,,MHF,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/MHF.png,,,,,,https://www.mhf.org
American College Of Cardiology,0,American_College_Of_Cardiology.png,owner/occupier,,Am. College Cardiology,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_College_Of_Cardiology.png,am. college cardiology|Am. College Cardiology,,,,,https://www.acc.org
Yuba College,0,Yuba_College.png,owner/occupier,,Yuba College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yuba_College.png,,,,,,https://yc.yccd.edu
Woodbury University,0,Woodbury_University.png,owner/occupier,,Woodbury University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Woodbury_University.png,wu,,,,,https://woodbury.edu
West Side Realty,0,West_Side_Realty.png,owner/occupier,,West Side Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/West_Side_Realty.png,,,,,,https://www.westsiderealtynj.com
Santa Rosa Junior College,0,Santa_Rosa_Junior_College.png,owner/occupier,,Santa Rosa Junior College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Santa_Rosa_Junior_College.png,,,,,,https://www.santarosa.edu
Tri-City Medical Center,0,Tri-City_Medical_Center.png,owner/occupier,,Tri-City Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Tri-City_Medical_Center.png,,,,,,https://www.tricitymed.org
Lawrence Group,4,Lawrence_Group.png,property manager,,Lawrence Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lawrence_Group.png,,,,,,https://thelawrencegroup.com
Stoddard Baptist Home INC,0,Stoddard_Baptist_Home_INC.png,owner/occupier,,Stoddard Baptist Home,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stoddard_Baptist_Home_INC.png,stoddard baptist home|Stoddard Baptist Home,,,,,https://www.stoddardbaptisthome.org
St. Joseph's College,0,St_Josephs_College.png,owner/occupier,,St. Joseph's College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Josephs_College.png,,,,,,https://www.sjcny.edu
St Pauls Senior Services,0,St_Pauls_Senior_Services.png,owner/occupier,,St Pauls Senior Services,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Pauls_Senior_Services.png,,,,,,https://www.stpaulseniors.org
Sierra College,0,Sierra_College.png,owner/occupier,,Sierra College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sierra_College.png,,,,,,https://www.sierracollege.edu
American Chemical Society,0,American_Chemical_Society.png,owner/operator,,American Chemical Society,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_Chemical_Society.png,,,,,,https://www.acs.org
Touro College,0,Touro_College.png,owner/occupier,,Touro College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Touro_College.png,,,,,,https://www.touro.edu
Seattle University,0,Seattle_University.png,owner/occupier,,Seattle University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Seattle_University.png,Redhawks|Seattle|su|SU,,,,,https://www.seattleu.edu
University Of The Arts,0,University_Of_The_Arts.png,owner/occupier,,University of the Arts,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_Of_The_Arts.png,u of the|u of the arts|uta,,,,,
Saint Joseph's University,0,Saint_Josephs_University.png,owner/occupier,,Saint Joseph's University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Saint_Josephs_University.png,sju,,,,,https://www.sju.edu
Ares Management,4,Ares_Management.png,owner/operator,,Ares Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ares_Management.png,,,,,,https://www.aresmgmt.com
Pace University,0,Pace_University.png,owner/occupier,,Pace University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pace_University.png,pu,,,,,https://www.pace.edu
Ruthenium LLC,0,Ruthenium_LLC.png,owner/occupier,,Ruthenium,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ruthenium_LLC.png,Ruthenium|ruthenium,,,,,https://ruthenium.tech
Yeshivath Kehilat Yaakov (New York),0,Yeshivath_Kehilat_Yaakov_New_York.png,owner/occupier,,Yeshivath Kehilat Yaakov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yeshivath_Kehilat_Yaakov_New_York.png,yeshivath kehilat yaakov|Yeshivath Kehilat Yaakov,,,,,https://www.schools.nyc.gov/schools/KBXW
St. Barnabas Hosital,0,St_Barnabas_Hosital.png,owner/occupier,,St. Barnabas Hosital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Barnabas_Hosital.png,,,,,,https://www.sbhny.org
Wright State University,0,Wright_State_University.png,owner/occupier,,Wright State University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Wright_State_University.png,wsu,,,,,https://www.wright.edu
Lutheran School Of Theology At Chicago,0,Lutheran_School_Of_Theology_At_Chicago.png,owner/occupier,,Lutheran Theology Chicago,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lutheran_School_Of_Theology_At_Chicago.png,Lutheran Theology Chicago|lutheran theology chicago,,,,,https://lstc.edu
American Legion,0,American_Legion.png,owner/occupier,,American Legion,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_Legion.png,,,,,,https://www.legion.org
Fortinet,4,Fortinet.png,owner/occupier,,Fortinet,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fortinet.png,,,,,,https://www.fortinet.com
Rancho Santiago Community College District,0,Rancho_Santiago_Community_College_District.png,owner/occupier,,Rancho Santiago CC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rancho_Santiago_Community_College_District.png,rancho santiago cc|Rancho Santiago CC,,,,,https://www.rsccd.edu
Samsung,0,Samsung.png,owner/occupier,,Samsung,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Samsung.png,,,,,,https://www.samsung.com
Richmond Medical Center,0,Richmond_Medical_Center.png,owner/occupier,,Richmond Medical Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Richmond_Medical_Center.png,,,,,,https://rumcsi.org
Center City Public Charter Schools,0,Center_City_Public_Charter_Schools.png,owner/occupier,,Center City Charter,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Center_City_Public_Charter_Schools.png,center city charter|Center City Charter,,,,,https://centercitypcs.org
Massachusetts College Of Pharmacy And Health Sciences,0,Massachusetts_College_Of_Pharmacy_And_Health_Sciences.png,owner/occupier,,Mass Pharmacy College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Massachusetts_College_Of_Pharmacy_And_Health_Sciences.png,MCPHS|mcphs,,,,,https://www.mcphs.edu
Martin Selig Real Estate,0,Martin_Selig_Real_Estate.png,owner/operator,,Martin Selig,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Martin_Selig_Real_Estate.png,martin selig|Martin Selig,,,,,https://martinselig.com
Hotel 21,4,Hotel_21.png,tenant,,Hotel 21,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hotel_21.png,,,,,,https://hotel21.com
Circle Realty Group,3,Circle_Realty_Group.png,owner/operator,,Circle Realty Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Circle_Realty_Group.png,,,,,,https://www.circlerealty.com
TIAA,15,TIAA.png,owner/occupier,,TIAA,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/TIAA.png,Teachers Insurance|TIAA|TIAA-CREF,,,,,https://www.tiaa.org
TMT Development,3,TMT_Development.png,owner/operator,,TMT Development,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/TMT_Development.png,,,,,,https://www.tmtdevelopment.com
Douglas Elliman,4,Douglas_Elliman.png,property manager,,Douglas Elliman,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Douglas_Elliman.png,,,,,,https://www.elliman.com
Winoker Realty,4,Winoker_Realty.png,owner,,Winoker Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Winoker_Realty.png,,,,,,https://www.jhwinokur.com/
Amda College And Conservatory Of The Performing Arts,0,Amda_College_And_Conservatory_Of_The_Performing_Arts.png,owner/occupier,,AMDA Performing Arts,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Amda_College_And_Conservatory_Of_The_Performing_Arts.png,AMDA|amda,,,,,https://www.amda.edu
Rockefeller Group,4,Rockefeller_Group.png,owner/operator,,Rockefeller Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rockefeller_Group.png,,,,,,https://www.rockefellergroup.com
Yeshivat Darche Eres (New York),0,Yeshivat_Darche_Eres_New_York.png,owner/occupier,,Yeshivat Darche Eres,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yeshivat_Darche_Eres_New_York.png,yeshivat darche eres|Yeshivat Darche Eres,,,,,https://www.ydeschool.org
Ralphs,4,Ralphs.png,tenant,,Ralphs,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ralphs.png,,,,,,https://www.ralphs.com
Rice,4,Rice.png,property manager,,Rice,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rice.png,Houston|Owls|Rice|T Rowe|T. Rowe Price|TROW,,,,,https://www.nycspaces.com/
Nightingale Properties LLC,4,Nightingale_Properties_LLC.png,property manager,,Nightingale,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Nightingale_Properties_LLC.png,nightingale|Nightingale,,,,,https://nightingaleproperties.com
Heritage Foundation,0,Heritage_Foundation.png,owner/occupier,,Heritage Foundation,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Heritage_Foundation.png,,,,,,https://www.heritage.org
Arizona Tile LLC,0,Arizona_Tile_LLC.png,owner/occupier,,Arizona Tile,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Arizona_Tile_LLC.png,Arizona Tile|arizona tile,,,,,https://www.arizonatile.com
Workday,0,Workday.png,owner/occupier,,Workday,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Workday.png,WDAY|Workday,,,,,https://www.workday.com
Swig Company,15,Swig_Company.png,owner/operator,,Swig Company,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Swig_Company.png,Swig|swig,,,,,https://swigcompany.com
Ohlone College,0,Ohlone_College.png,owner/occupier,,Ohlone College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ohlone_College.png,,,,,,https://www.ohlone.edu
Allan Hancock College,0,Allan_Hancock_College.png,owner/occupier,,Allan Hancock College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Allan_Hancock_College.png,,,,,,https://www.hancockcollege.edu
USL Property Management,0,USL_Property_Management.png,owner/operator,,USL Property,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/USL_Property_Management.png,USL Property|usl property,,,,,https://uslpm.com
Samson,4,Samson.png,owner/operator,,Samson,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Samson.png,,,,,,https://samsonmanagement.com/
American Federation Of Government Employees,0,American_Federation_Of_Government_Employees.png,owner/operator,,AFGE Federal Employees,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/American_Federation_Of_Government_Employees.png,AFGE Federal Employees|afge federal employees,,,,,https://www.afge.org
International Brhood Of Teamsters,0,International_Brotherhood_Of_Teamsters.png,owner/operator,,Teamsters,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/International_Brotherhood_Of_Teamsters.png,Teamsters|teamsters,,,,,https://teamster.org
The Peebles Corporation,0,The_Peebles_Corporation.png,owner/operator,,Peebles,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Peebles_Corporation.png,peebles|Peebles,,,,,https://www.peeblescorp.com
ADAM Asset Mgmt,4,ADAM_Asset_Mgmt.png,owner,,ADAM Asset Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/ADAM_Asset_Mgmt.png,,,,,,https://adamassetmgmt.com
Barnard College,0,Barnard_College.png,owner/occupier,,Barnard College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Barnard_College.png,,,,,,https://barnard.edu
Pepperdine University,0,Pepperdine_University.png,owner/occupier,,Pepperdine,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pepperdine_University.png,Malibu|Pepperdine|pepperdine|pu|Waves,,,,,https://www.pepperdine.edu
Mission Language And Vocational School,0,Mission_Language_And_Vocational_School.png,owner/occupier,,Mission Language School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mission_Language_And_Vocational_School.png,mission language school|Mission Language School,,,,,https://www.mlvssf.org
Las Positas College,0,Las_Positas_College.png,owner/occupier,,Las Positas College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Las_Positas_College.png,,,,,,https://www.laspositascollege.edu
Palomar College,0,Palomar_College.png,owner/occupier,,Palomar College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Palomar_College.png,,,,,,https://www.palomar.edu
Pacific Northwest College Of Art,0,Pacific_Northwest_College_Of_Art.png,owner/occupier,,PNCA Art College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pacific_Northwest_College_Of_Art.png,PNCA Art College|pnca art college,,,,,https://pnca.willamette.edu
Long Island University,0,Long_Island_University.png,owner/occupier,,Long Island University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Long_Island_University.png,liu,,,,,https://www.liu.edu
"Monarchs Sub, LLC",4,Monarchs_Sub_LLC.png,owner,,Monarchs Sub,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Monarchs_Sub_LLC.png,monarchs sub|Monarchs Sub,,,,,https://www.monarchcommunities.com/
Atria Senior Living,4,Atria_Senior_Living.png,property manager,,Atria Senior Living,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Atria_Senior_Living.png,,,,,,https://www.atriaseniorliving.com
"RB Properties, Inc.",0,RB_Properties_Inc.png,property manager,,RB Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RB_Properties_Inc.png,RB Properties|rb properties,,,,,https://www.rbpropertiesinc.com
"Sweetgreen - Healthy Salads, Bowls And Plates",3,Sweetgreen_Healthy_Salads_Bowls_And_Plates.png,tenant,,Sweetgreen,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sweetgreen_Healthy_Salads_Bowls_And_Plates.png,sweetgreen|Sweetgreen,,,,,https://www.sweetgreen.com
Jewish Family Service,0,Jewish_Family_Service.png,owner/occupier,,Jewish Family Service,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Jewish_Family_Service.png,,,,,,https://www.jfssd.org
Boston Symphony Orchestra,0,Boston_Symphony_Orchestra.png,owner/occupier,,Boston Symphony Orchestra,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_Symphony_Orchestra.png,,,,,,https://www.bso.org
Irvine Valley College,0,Irvine_Valley_College.png,owner/occupier,,Irvine Valley College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Irvine_Valley_College.png,,,,,,https://www.ivc.edu
Gemological Institute Of America,0,Gemological_Institute_Of_America.png,owner/occupier,,GIA Gemology,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Gemological_Institute_Of_America.png,gia gemology|GIA Gemology,,,,,https://www.gia.edu
Coppola Too Winery,0,Coppola_Too_Winery.png,owner/occupier,,Coppola Too Winery,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Coppola_Too_Winery.png,,,,,,https://www.francisfordcoppolawinery.com
Genest Properties,0,Genest_Properties.png,owner/operator,,Genest Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Genest_Properties.png,,,,,,https://propertyinformationportal.nyc.gov/parcels/parcel/1017697501
Camping World,0,Camping_World.png,owner/occupier,,Camping World,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Camping_World.png,,,,,,https://www.campingworld.com
Fresno County,3,Fresno_County.png,owner,,Fresno County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fresno_County.png,fresno,,,,,https://www.fresnocountyca.gov
Brooklyn Public Library,0,Brooklyn_Public_Library.png,owner/occupier,,Brooklyn Public Library,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brooklyn_Public_Library.png,,,,,,https://www.bklynlibrary.org
Willco Companies,5,Willco_Companies.png,owner,,Willco Companies,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Willco_Companies.png,,,,,,https://willco.com
Pendulum Property Partners,4,Pendulum_Property_Partners.png,owner,,Pendulum Property,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pendulum_Property_Partners.png,pendulum property|Pendulum Property,,,,,https://pendulumpp.com
General Nutrition Centers (GNC),0,General_Nutrition_Centers_GNC.png,tenant,,GNC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/General_Nutrition_Centers_GNC.png,GNC|gnc,,,,,https://www.gnc.com
Hackman Capital Partners,4,Hackman_Capital_Partners.png,owner/operator,,Hackman Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hackman_Capital_Partners.png,hackman capital|Hackman Capital,,,,,https://www.hackmancapital.com
Cabrillo College,0,Cabrillo_College.png,owner/occupier,,Cabrillo College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cabrillo_College.png,,,,,,https://www.cabrillo.edu
Walt Disney Imagineering,12,Walt_Disney_Imagineering.png,owner,,Disney,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Walt_Disney_Imagineering.png,Disney Imagineering|disney imagineering,,,,,https://sites.disney.com/waltdisneyimagineering
Sony,3,Sony.png,tenant,,Sony,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sony.png,,,,,,https://www.sony.com
Aerotek,3,Aerotek.png,tenant,,Aerotek,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Aerotek.png,,,,,,https://www.aerotek.com
West Coast University,4,West_Coast_University.png,owner/occupier,,West Coast U,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/West_Coast_University.png,wcu|west coast u|West Coast U,,,,,https://westcoastuniversity.edu
WFG National Title Insurance Company,4,WFG_National_Title_Insurance_Company.png,tenant,,WFG Title,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/WFG_National_Title_Insurance_Company.png,WFG Title|wfg title,,,,,https://wfgtitle.com
Bixby Land Company,4,Bixby_Land_Company.png,owner,,Bixby Land,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bixby_Land_Company.png,Bixby Land|bixby land,,,,,https://bixbyland.com
"Orchard Commercial, INC.",4,Orchard_Commercial_INC.png,owner,,Orchard Commercial,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Orchard_Commercial_INC.png,Orchard Commercial|orchard commercial,,,,,https://www.orchardcommercial.com
Rubicon Point Partners,4,Rubicon_Point_Partners.png,property manager,,Rubicon Point Partners,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rubicon_Point_Partners.png,,,,,,https://www.rubiconpoint.com
Tri City Acquisitions,4,Tri_City_Acquisitions.png,owner,,Tri City Acquisitions,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Tri_City_Acquisitions.png,,,,,,https://tricitycorp.com
Stanislaus County,3,Stanislaus_County.png,owner,,Stanislaus County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Stanislaus_County.png,stanislaus,,,,,https://www.stancounty.com
KPB Immigration Law Firm,4,KPB_Immigration_Law_Firm.png,tenant,,KPB Immigration,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/KPB_Immigration_Law_Firm.png,kpb immigration|KPB Immigration,,,,,https://www.kpbimmigrationlawfirm.com
Mather,4,Mather.png,tenant,,Mather,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Mather.png,,,,,,https://www.mather.com
Sterling Bay,4,Sterling_Bay.png,property manager,,Sterling Bay,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sterling_Bay.png,,,,,,https://sterlingbay.com
Spear Street Capital,5,Spear_Street_Capital.png,owner,,Spear Street Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Spear_Street_Capital.png,,,,,,https://spearstreetcapital.com
Los Angeles Film School,4,Los_Angeles_Film_School.png,owner,,LA Film School,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Los_Angeles_Film_School.png,LA Film School|la film school,,,,,https://www.lafilm.edu
Room & Board,4,Room_Board.png,tenant,,Room & Board,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Room_Board.png,,,,,,https://www.roomandboard.com
Waterfront Realty Trust,0,Waterfront_Realty_Trust.png,tenant,,Waterfront Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Waterfront_Realty_Trust.png,Waterfront Realty|waterfront realty,,,,,https://www.waterfrontrealty.com
Jewish Community Center,3,Jewish_Community_Center.png,owner,,Jewish Community Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Jewish_Community_Center.png,,,,,,https://www.jcca.org
Skyline Developers,0,Skyline_Developers.png,tenant,,Skyline Developers,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Skyline_Developers.png,,,,,,https://skylinedevelopers.com
DICK'S Sporting Goods,0,DICK_S_Sporting_Goods.png,tenant,,Dick's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/DICK_S_Sporting_Goods.png,Dick's|dick's,,,,,https://www.dickssportinggoods.com
Greystone,3,Greystone.png,owner,,Greystone Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Greystone.png,Greystone Real Estate|greystone real estate,,,,,https://www.greystone.com
Weill Cornell Medicine,0,Weill_Cornell_Medicine.png,tenant,,Weill Cornell,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Weill_Cornell_Medicine.png,weill cornell|Weill Cornell,,,,,https://weill.cornell.edu
Cubesmart Self Storage,0,Cubesmart_Self_Storage.png,tenant,,CubeSmart,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cubesmart_Self_Storage.png,cubesmart|CubeSmart,,,,,https://www.cubesmart.com
