SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
1281-0-00,6164 bollinger rd,san jose,CA,95129,37713016,1991,restaurant,23672,23672.0,2024,in compliance,,,,351.5,492.3,350.0,488.1,478221.0,66534.8,115.7,353.4,469.1,795.3,,,,,,,,,,,,795.3,33.6,
1292-0-00,675 saratoga ave,san jose,CA,95129,38107006,1985,strip mall,61202,78054.0,2024,in compliance,,,,178.1,371.7,176.5,367.2,2377135.0,56681.8,575.3,301.1,876.4,356.8,,,,,,,,,,,,356.8,4.57,
1293-0-00,5170 moorpark ave,san jose,CA,95129,38119036,1988,retail store,23196,23197.0,2024,in compliance,,,66.0,53.2,143.4,53.1,141.1,331634.6,1001.7,80.3,5.3,85.6,76.1,,,,,,,,,,,,76.1,3.28,
1297-0-00,5205 prospect rd,san jose,CA,95129,38137025,2002,strip mall,76700,74500.0,2024,in compliance,,,,127.9,245.4,131.2,247.0,1362174.0,51297.9,329.7,272.5,602.2,,,,,,,,,,2338.7,,,2338.7,31.39,
1299-0-00,4241 moorpark ave,san jose,CA,95129,38144044,1999,hotel,44768,65120.0,2024,in compliance,,,97.0,51.4,92.5,53.1,94.3,420414.8,20250.0,101.8,107.6,209.3,1912.5,,,,,393.7,,,,0.0,,,2306.2,35.41,
1300-0-00,1807 saratoga ave,san jose,CA,95117,38623058,1988,office,22425,23315.0,2024,in compliance,,,,10.1,26.1,10.1,25.9,59469.8,333.9,14.4,1.8,16.2,,1550.9,,,,,,,,,,,1550.9,66.52,
1302-0-00,100-1550 el paseo de saratoga,san jose,CA,95130,40333014,1997,lifestyle center,295950,326836.0,2024,in compliance,,,,2.8,7.9,2.8,7.9,269460.4,14.1,65.2,0.1,65.3,7768.7,488.4,,,,,,,,,,,8257.1,25.26,
1303-0-00,400 el paseo de saratoga,san jose,CA,95130,40333015,1998,retail store,45774,38153.0,2024,in compliance,,,81.0,35.5,91.9,37.4,93.9,348833.0,2363.0,84.4,12.6,97.0,145.4,,,,,,,,,,,,145.4,3.81,
1304-0-00,13500 quito rd,san jose,CA,95130,40337052,1961,other,32598,32589.0,2024,in compliance,,,,197.2,287.0,199.9,288.3,427524.5,50570.5,96.8,268.6,365.4,,2962.5,,,,,,,,,,,2962.5,90.9,
1305-0-00,4300 bucknall rd,san jose,CA,95130,40359012,1958,k-12 school,59672,374616.0,2024,in compliance,2024.0,not submitted,99.0,14.2,28.2,14.9,28.7,820352.0,27788.6,198.5,147.6,346.1,,4411.6,,,,,,,,,,,4411.6,11.78,
1311-0-00,2628 union ave,san jose,CA,95124,41222022,1969,strip mall,24366,25964.0,2024,in compliance,,,,113.3,199.3,113.3,199.3,349096.6,17514.6,84.5,93.0,177.5,,,61.5,,,,,,,,,,61.5,2.37,
1317-0-00,2761 s bascom ave,san jose,CA,95008,41406013,2000,hotel,50688,50688.0,2024,in compliance,2024.0,not submitted,84.0,49.4,119.8,49.4,119.8,576613.0,5389.0,139.6,28.6,168.2,3178.0,,,,,,,,,,,,3178.0,62.7,
1319-0-00,2027 camden ave,san jose,CA,95124,41425010,1900,supermarket/grocery store,48928,49018.0,2024,in compliance,2024.0,not submitted,56.0,162.1,429.7,160.6,425.6,2108889.0,6791.9,510.4,36.1,546.5,,3586.2,,,,,,,,,,,3586.2,73.16,
1320-0-00,2039 camden ave,san jose,CA,95124,41425015,1990,other - mall,29039,71636.0,2024,in compliance,,,,44.1,89.2,44.0,88.0,501859.1,14406.9,121.5,76.5,198.0,5325.0,,1198.9,,,,,,,,,,6523.9,91.07,
1320-1-00,3369 union ave,san jose,CA,95124,41425018,2005,other - recreation,58678,58678.0,2024,in compliance,,,,81.4,112.8,90.6,122.5,268159.9,44036.9,64.9,233.9,298.8,,5912.2,,,,,,,,,,,5912.2,100.76,
1322-0-00,3260 s bascom ave,san jose,CA,95124,41432011,1999,self-storage facility,124508,124508.0,2024,in compliance,,,,4.4,12.4,4.4,12.4,162170.4,,39.3,0.0,39.3,,376.0,,,,,,,,,,,376.0,3.02,
1323-0-00,3341 s bascom ave,san jose,CA,95008,41439015,2000,hotel,31356,31356.0,2024,in compliance,,,100.0,32.7,65.2,32.1,63.7,157509.2,4702.7,38.1,25.0,63.1,673.8,,181.3,,,,,,,,,,855.1,27.27,
1325-0-00,1705 branham ln,san jose,CA,95118,41901077,1988,strip mall,38730,38730.0,2024,in compliance,,,,100.5,210.0,99.5,207.0,665196.6,15836.9,161.0,84.1,245.1,,946.8,,,,,,,,,,,946.8,24.45,
1327-0-00,1805 hillsdale ave,san jose,CA,95124,41905028,1987,retail store,109236,133697.0,2024,in compliance,,,83.0,57.7,138.2,59.3,138.4,1704686.0,21153.0,412.6,112.4,524.9,1848.0,,,,,,,,,,,,1848.0,13.82,
1329-0-00,1830 hillsdale ave,san jose,CA,95124,41905066,1985,strip mall,42217,42510.0,2024,in compliance,,,,33.5,93.5,33.5,93.5,415436.8,60.2,100.5,0.3,100.9,90.5,,,,,,,,,,,,90.5,2.13,
1330-0-00,1855 hillsdale ave,san jose,CA,95124,41905067,2002,retail store,132320,110310.0,2024,in compliance,,,96.0,34.1,77.3,35.8,78.4,753374.0,13773.0,182.3,73.2,255.5,2488.0,,,,,,,,,,,,2488.0,22.55,
1331-0-00,1825 hillsdale ave,san jose,CA,95124,41905068,1980,fitness center/health club/gym,74150,68000.0,2024,in compliance,,,,74.2,157.4,74.3,155.5,882214.8,20406.3,213.5,108.4,321.9,4029.2,,,,,,,,,,,,4029.2,59.25,
1333-0-00,4525 union ave,san jose,CA,95124,42107003,1960,k-12 school,71188,107025.0,2024,in compliance,2024.0,not submitted,98.0,24.2,45.7,25.9,47.5,363395.2,15357.4,88.0,81.6,169.5,,4893.9,,,,,,,,,,,4893.9,45.73,
1334-0-00,2100 logic dr,san jose,CA,95124,42107029,1983,other - technology/science,140000,140000.0,2024,in compliance,,,,249.0,432.8,249.0,432.8,4017764.0,211471.6,972.4,1123.2,2095.6,540.1,,,,,,,,,,,,540.1,3.86,
1334-0-01,2101 logic dr.,san jose,CA,95124,42107029,1983,other - technology/science,80000,80000.0,2024,in compliance,,,,539.0,808.4,539.0,808.4,3248474.0,320372.1,786.2,1701.6,2487.9,,1654.7,,,,,,,,,,,1654.7,20.68,
1335-0-00,2050 logic dr,san jose,CA,95124,42107030,1999,other - technology/science,175685,170000.0,2024,in compliance,,,,90.7,171.2,90.4,170.8,3731491.0,26310.9,533.8,139.8,673.6,1324.1,,1499.1,,,,,,,,,,2823.1,16.61,
1336-0-00,2001 logic dr,san jose,CA,95124,42107031,1996,other - technology/science,72400,72000.0,2024,in compliance,,,,120.7,323.6,120.1,320.2,2340311.0,6642.6,566.4,35.3,601.7,734.6,,,,,,,,,,,,734.6,10.2,
1337-0-00,2055 logic dr,san jose,CA,95124,42107032,1992,other - technology/science,113400,108000.0,2024,in compliance,2024.0,compliant,,171.0,408.8,170.6,408.5,5054712.7,11810.1,1010.0,62.7,1072.8,,1220.1,,,,,,,,,,,1220.1,11.3,
1341-1-00,2425 samaritan dr,san jose,CA,95124,42136009,1965,hospital (general medical & surgical),450033,462290.0,2024,in compliance,,,31.0,307.0,538.4,302.4,536.8,16973600.0,819041.3,6598.0,4350.3,10948.3,28713.1,,104.4,,,,,,,,,,28817.6,62.34,
1342-0-00,2400 samaritan pl,san jose,CA,95124,42136012,1993,medical office,20855,23060.0,2024,in compliance,,,34.0,85.9,187.0,84.7,183.7,365979.4,7050.5,88.6,37.4,126.0,943.8,,,,,,,,,,,,943.8,40.93,
1343-0-00,2505 samaritan dr,san jose,CA,95124,42137002,1966,medical office,32791,51087.0,2024,in compliance,,,100.0,22.6,36.4,22.6,36.4,107738.4,7894.5,26.1,41.9,68.0,1967.9,,,,,,,,,,,,1967.9,38.52,
1344-0-00,2577 samaritan dr,san jose,CA,95124,42137005,1976,medical office,41233,42100.0,2024,in compliance,,,32.0,104.3,195.7,104.8,194.3,594244.5,23855.5,143.8,126.7,270.5,2735.7,,,,,,,,,,,,2735.7,64.98,
1345-0-00,2581 samaritan dr,san jose,CA,95124,42137019,1987,medical office,231762,70500.0,2024,in compliance,,,80.0,113.6,261.2,114.9,262.6,1675779.0,23835.9,405.6,126.6,532.2,2370.3,,,,,,,,,,,,2370.3,33.62,
1345-1-00,2508 samaritan ct,san jose,CA,95124,42138012,2020,parking,83421,83421.0,2024,in compliance,2024.0,compliant,,25.1,67.1,25.1,67.1,569299.0,1486.0,137.8,7.9,145.7,,594.5,,,,,,,,,,,594.5,7.13,
1345-2-00,2506 samaritan ct,san jose,CA,95124,42138013,2020,medical office,69250,69250.0,2024,in compliance,2024.0,compliant,81.0,55.5,136.5,56.0,137.0,907338.0,7830.4,219.6,41.6,261.2,,456.2,,,,,,,,,,,456.2,6.59,
1347-0-00,1100 lincoln ave,san jose,CA,95125,42906093,2010,mixed use property,59817,59817.0,2024,in compliance,2024.0,compliant,6.0,179.8,305.0,180.8,303.9,748895.7,45319.4,181.3,240.7,422.0,,3323.9,,,,,,,,,,,3323.9,84.8,
1348-0-00,1165 lincoln ave,san jose,CA,95125,42907032,1965,enclosed mall,24446,23237.0,2024,in compliance,,,,113.5,265.1,114.5,263.9,559085.6,7540.7,135.3,40.1,175.4,306.7,,,,,,,,,,,,306.7,13.2,
1349-1-00,1336 cherry ave,san jose,CA,95125,42914026,1958,worship facility,27235,27235.0,2024,in compliance,,,51.0,23.4,39.0,25.9,41.4,64452.0,4867.0,15.6,25.9,41.5,,1023.3,,,,,,,,,,,1023.3,37.57,
1349-2-00,1409-1471 bird avenue,san jose,CA,95125,42920049,1968,other - mall,20130,20130.0,2024,in compliance,,,,97.7,150.3,97.3,149.2,158609.0,14173.0,38.4,75.3,113.7,,1894.5,,,,,,,,,,,1894.5,94.11,
1350-0-00,1489 bird ave,san jose,CA,95125,42920050,2016,supermarket/grocery store,23200,23200.0,2024,in compliance,2024.0,compliant,63.0,199.9,484.3,197.4,477.4,1049318.0,10003.0,254.0,53.1,307.1,558.0,,,,,,,,,,,,558.0,24.05,
1351-0-00,1570 hamilton ave,san jose,CA,95125,42946018,1959,strip mall,24100,23575.0,2024,in compliance,,,,0.0,0.1,0.0,0.1,252.2,,0.1,0.0,0.1,,2.2,,,,,,,,,,,2.2,0.1,
1353-0-00,1880 meridian ave,san jose,CA,95125,42946034,1977,retail store,31430,32000.0,2024,in compliance,,,95.0,40.9,64.7,43.0,66.5,114342.6,9854.6,27.7,52.3,80.0,1505.8,,,,,,,,,,,,1505.8,47.06,
1356-0-00,1712 meridian ave,san jose,CA,95125,42946064,1990,retail store,28480,28962.0,2024,in compliance,,,100.0,44.2,84.8,43.7,83.3,181841.8,6439.2,44.0,34.2,78.2,709.2,,1505.8,,,,,,,,,,2215.0,76.48,
1357-0-00,1530 hamilton ave,san jose,CA,95125,42946068,1999,supermarket/grocery store,55447,55447.0,2024,in compliance,,,82.0,146.8,356.8,148.4,356.5,1864092.0,18671.0,451.2,99.2,550.3,1691.0,,,,,,,,,,,,1691.0,30.5,
1361-0-00,1514 meridian ave,san jose,CA,95125,42948058,1976,office,37000,42122.0,2024,in compliance,,,32.0,94.0,194.4,96.8,195.5,662126.0,18179.3,160.3,96.6,256.8,1030.8,,,,,,,,,,,,1030.8,24.47,
1362-0-00,780 willow st,san jose,CA,95125,43401056,1990,strip mall,27830,27830.0,2024,in compliance,,,,190.1,294.2,190.9,293.7,434823.5,38290.5,105.2,203.4,308.6,,639.6,,,,,,,,,,,639.6,22.98,
1363-0-00,1102 bird ave,san jose,CA,95125,43401057,1991,self-storage facility,38864,38864.0,2024,in compliance,,,,1.8,4.6,1.9,4.7,17671.7,149.3,4.3,0.8,5.1,,564.1,,,,,,,,,,,564.1,14.51,
1364-0-00,1381 s 1st st,san jose,CA,95110,43410099,1998,other - public services,22073,20000.0,2024,in compliance,,,,72.7,152.2,77.0,154.8,247611.9,6948.4,59.9,36.9,96.8,274.2,,,,,,,,,,,,274.2,13.71,
1371-0-00,1567 almaden expy,san jose,CA,95125,43426032,1956,other,44580,44580.0,2024,in compliance,,,,5.5,15.4,5.5,15.4,71919.4,,17.4,0.0,17.4,,726.4,,,,,,,,,,,726.4,16.29,
1373-1-00,2175 lincoln ave,san jose,CA,95125,43908011,1980,other - recreation,20800,20800.0,2024,in compliance,2024.0,compliant,,52.9,98.5,56.6,102.4,149589.1,6677.5,36.2,35.5,71.7,224.6,,265.7,,,,,,,,,,490.4,23.58,
1374-0-00,1425 foxworthy ave,san jose,CA,95118,43941075,1955,strip mall,68802,20000.0,2024,in compliance,,,,126.2,309.4,128.3,309.7,585993.7,5664.7,141.8,30.1,171.9,1140.8,,,,,,,,,,,,1140.8,57.04,
1376-0-00,1661 foxworthy ave,san jose,CA,95124,44244022,1961,strip mall,30075,33570.0,2024,in compliance,,,,66.3,173.7,66.7,172.6,576429.5,2736.2,139.5,14.5,154.0,,57.3,,,,,,,,,,,57.3,1.71,
1376-1-00,1601 foxworthy ave,san jose,CA,95118,44601034,2009,other - recreation,19746,19746.0,2024,in compliance,,,,39.0,84.2,41.5,86.8,143102.0,3307.8,34.6,17.6,52.2,,578.0,,,,,,,,,,,578.0,29.27,
1378-0-00,2700 booksin ave,san jose,CA,95125,44633012,1969,senior living community,78317,78317.0,2024,in compliance,2024.0,not submitted,100.0,29.5,48.1,30.0,47.9,216011.7,16089.2,52.3,85.5,137.7,,8071.6,,,,,,,,,,,8071.6,103.06,
1381-0-00,3065 meridian ave,san jose,CA,95124,44705024,2007,strip mall,31392,62894.0,2024,in compliance,,,,35.0,78.9,33.8,75.7,422905.3,6840.4,102.4,36.3,138.7,,2769.3,,,,,,,,,,,2769.3,44.03,
1382-0-00,1789 hillsdale ave,san jose,CA,95124,44710083,1971,strip mall,33057,46989.0,2024,in compliance,,,,109.6,292.5,110.0,292.9,1396546.0,4022.6,338.0,21.4,359.4,2823.5,,,,,,,,,,,,2823.5,60.09,
1382-1-00,1780 hillsdale ave,san jose,CA,95124,44711001,2006,library,27000,27000.0,2024,in compliance,2024.0,pending,,61.1,125.8,61.3,123.6,267781.2,7421.7,64.8,39.4,104.2,114.2,,48.5,,,,,,,,,,162.7,6.02,
1383-1-00,1655 noreen dr,san jose,CA,95124,44729037,1968,worship facility,20484,20484.0,2024,in compliance,,,72.0,15.4,26.7,17.1,28.6,36298.0,2272.0,8.8,12.1,20.9,,608.9,,,,,,,,,,,608.9,29.73,
1384-0-00,1663 branham ln,san jose,CA,95118,44733022,1985,supermarket/grocery store,42899,58935.0,2024,in compliance,,,82.0,125.0,324.9,124.4,322.4,1892495.0,8742.0,458.0,46.4,504.5,979.0,,,,,,,,,,,,979.0,16.61,
1385-0-00,3060 almaden expy,san jose,CA,95118,45107003,1962,retail store,20500,20500.0,2024,in compliance,,,91.0,48.2,117.8,53.0,120.9,224105.4,3215.7,54.2,17.1,71.3,,192.0,,,,,,,,,,,192.0,9.36,
1386-0-00,3150 almaden expy,san jose,CA,95118,45107018,1980,office,63117,62960.0,2024,in compliance,,,82.0,41.3,94.7,42.9,95.4,531086.1,8908.0,128.5,47.3,175.9,,1579.7,,,,,,,,,,,1579.7,25.09,
1388-0-00,3180 newberry dr,san jose,CA,95118,45109068,1983,office,29708,29708.0,2024,in compliance,,,94.0,38.6,80.2,40.6,81.5,193542.0,5461.7,46.8,29.0,75.9,1039.5,,,,,,,,,,,,1039.5,34.99,
1389-0-00,1125 branham ln,san jose,CA,95118,45138077,1988,retail store,23437,23148.0,2024,in compliance,,,66.0,49.8,139.5,48.5,135.7,328747.8,0.0,74.4,0.0,74.4,599.1,,,,,,,,,,,,599.1,25.88,
1390-0-00,4610 meridian ave,san jose,CA,95124,45146055,1987,retail store,25500,25563.0,2024,in compliance,,,52.0,59.5,166.7,57.4,160.6,429797.0,,104.0,0.0,104.0,304.7,,,,,,,,,,,,304.7,11.92,
1391-0-00,4602 meridian ave,san jose,CA,95124,45146056,1975,strip mall,39339,39339.0,2024,in compliance,,,,60.2,119.1,60.8,119.0,363133.2,11525.5,87.9,61.2,149.1,198.2,,,,,,,,,,,,198.2,5.04,
1391-1-00,4650 meridian,san jose,CA,95124,45146057,1980,supermarket/grocery store,28239,28000.0,2024,in compliance,,,61.0,193.7,442.1,196.4,441.6,1104046.0,17313.8,267.2,92.0,359.2,,571.5,,,,,,,,,,,571.5,20.41,
1413-0-00,2220 canoas garden ave,san jose,CA,95125,45609019,1978,self-storage facility,73094,82000.0,2024,in compliance,,,,2.1,5.9,2.1,5.9,50746.0,,12.3,0.0,12.3,,42.6,,,,,,,,,,,42.6,0.52,
1435-0-00,1887 monterey rd,san jose,CA,95112,45613005,1976,office,112000,112000.0,2024,in compliance,,,100.0,14.9,33.3,15.4,33.3,321519.5,6263.9,77.8,33.3,111.1,,,,,,,,,,,,,3369.9,30.09,
1444-0-00,1979 monterey rd,san jose,CA,95112,45613022,2000,wholesale club/supercenter,77160,77160.0,2024,in compliance,2024.0,compliant,84.0,6.3,11.1,6.4,11.5,145099.0,,14.41,0.0,14.41,450.4,,219.4,,,,,,,,,,669.7,8.68,
1447-0-00,2125 canoas garden ave,san jose,CA,95125,45618003,2001,office,29200,29200.0,2024,in compliance,,,100.0,10.3,5.2,11.4,6.3,-27505.0,4258.5,-6.7,22.6,16.0,,1348.4,,,,,,,,,,,1348.4,46.18,
1451-0-00,2179 stone ave,san jose,CA,95125,45620014,1989,non-refrigerated warehouse,21776,21776.0,2024,in compliance,,,70.0,25.7,70.9,26.0,71.3,160360.0,186.6,38.8,1.0,39.8,,113.2,,,,,,,,,,,113.2,5.2,
1452-0-00,2181 monterey hwy,san jose,CA,95125,45622001,2008,retail store,141814,117030.0,2024,in compliance,,,99.0,29.8,70.3,31.0,70.8,902664.1,12894.8,218.5,68.5,287.0,,1063.2,758.6,,,,,,,,,,1821.8,12.92,
1453-0-01,11 curtner ave,san jose,CA,95125,45622002,2006,retail store,25821,25821.0,2024,in compliance,,,89.0,36.4,99.6,35.8,97.1,257160.6,480.7,62.2,2.6,64.8,,362.9,,,,,,,,,,,362.9,14.06,
1453-0-02,21 curtner ave,san jose,CA,95125,45622002,2006,retail store,20472,20472.0,2024,in compliance,,,32.0,55.5,155.0,54.4,152.0,325358.9,29.4,78.7,0.2,78.9,,10.5,,,,,,,,,,,10.5,0.51,
1453-0-03,181 curtner ave,san jose,CA,95125,45622002,2006,retail store,45230,45168.0,2024,in compliance,,,58.0,50.5,131.6,50.8,130.1,580746.1,3111.2,140.6,16.5,157.1,,78.0,,,,,,,,,,,78.0,1.73,
1454-0-00,2161 monterey rd,san jose,CA,95112,45622003,2007,retail store,137755,137716.0,2024,in compliance,2024.0,compliant,86.0,54.0,132.1,55.2,131.9,1705789.0,17778.0,412.9,94.4,507.3,2613.0,,,,,,,,,,,,2613.0,18.97,
1456-0-00,2302 almaden rd,san jose,CA,95125,45623006,1967,strip mall,95967,104648.0,2024,in compliance,,,,82.7,176.9,82.7,174.9,1543262.0,33870.4,373.5,179.9,553.4,2253.5,,,,,,,,,,,,2253.5,21.53,
1459-0-00,2315 canoas garden ave,san jose,CA,95125,45625005,1980,worship facility,95900,190818.0,2024,in compliance,,,88.0,17.2,34.4,18.0,35.2,521723.0,16497.0,118.13,87.62,205.75,,2487.7,,,,,,,,,,,2487.7,13.04,
1461-0-00,2455 masonic dr,san jose,CA,95125,45625007,1982,other,34800,43900.0,2024,in compliance,,,,22.7,50.8,23.3,50.6,192554.5,3649.2,46.6,19.4,66.0,,623.3,,,,,,,,,,,623.3,14.2,
1475-0-00,5411 thornwood dr,san jose,CA,95123,45813052,1978,retail store,236200,235939.0,2024,in compliance,2024.0,not submitted,94.0,25.8,71.5,24.8,68.9,1703082.0,481.0,412.2,2.6,414.8,1132.6,,,,,,,,,,,,1132.6,4.8,
1476-0-00,5420 thornwood dr,san jose,CA,95123,45813058,1980,bowling alley,48860,49049.0,2024,in compliance,,,,58.6,139.7,57.7,137.4,630710.3,6805.2,152.7,36.1,188.8,,972.2,,,,,,,,,,,972.2,19.82,
1477-0-00,5589 winfield blvd,san jose,CA,95123,45813061,1985,office,27467,21116.0,2024,in compliance,2024.0,not submitted,,45.1,126.4,45.1,126.4,279297.9,,67.6,0.0,67.6,,616.4,,,,,,,,,,,616.4,29.19,
1479-0-00,5440 thornwood dr,san jose,CA,95123,45813067,1981,strip mall,21475,21475.0,2024,in compliance,,,,62.6,135.4,61.8,132.7,243920.8,4942.5,59.0,26.3,85.3,525.1,,,,,,,,,,,,525.1,24.45,
1479-1-00,925 blossom hill rd,san jose,CA,95123,45813079,1971,enclosed mall,661936,1139602.0,2024,in compliance,,,,25.6,71.8,25.6,71.8,8565739.0,,2073.2,0.0,2073.2,39984.0,,,,,,,,,,,,39984.0,35.09,
1480-0-00,879 blossom hill rd,san jose,CA,95123,45813080,2004,retail store,159697,166458.0,2024,in compliance,,,78.0,49.5,123.2,50.3,122.9,1954535.0,16986.0,473.1,90.2,563.3,,,,,,,,,,,,,,,
1486-0-00,1055 blossom hill rd,san jose,CA,95123,45815022,1986,strip mall,36856,36856.0,2024,in compliance,,,,51.5,96.1,52.2,96.0,253960.0,10589.4,61.5,56.2,117.7,,1247.9,,,,,,,,,,,1247.9,33.86,
1487-0-00,4950 almaden expy,san jose,CA,95118,45817022,1980,strip mall,143349,137277.0,2024,in compliance,2024.0,not submitted,,109.7,251.8,112.0,252.6,3104218.0,47847.8,751.3,254.1,1005.5,,3023.4,,,,,,,,,,,3023.4,22.02,
1488-0-00,5155 cherry ave,san jose,CA,95118,45817035,2016,fitness center/health club/gym,45000,45000.0,2024,in compliance,,,,62.2,138.9,62.2,138.9,554454.6,9081.9,134.2,48.2,182.4,802.9,,,,,,,,,,,,802.9,17.84,
1489-0-00,5140 cherry ave,san jose,CA,95118,45817046,2017,strip mall,52999,53327.0,2024,in compliance,,,,46.2,124.1,45.8,121.9,659254.1,1914.4,159.6,10.2,169.7,318.5,,,,,,,,,,,,318.5,5.97,
1490-0-00,5160 cherry ave,san jose,CA,95118,45817049,2015,retail store,143375,145057.0,2024,in compliance,,,76.0,51.1,136.1,51.0,135.1,1979263.0,6490.9,479.0,34.5,513.5,,1255.2,,,,,,,,,,,1255.2,8.65,
1491-0-00,1056 branham ln,san jose,CA,95136,45818009,1988,manufacturing/industrial plant,22554,34472.0,2024,in compliance,,,,2.8,7.9,2.8,7.8,28011.6,,6.8,0.0,6.8,,763.0,,,,,,,,,,,763.0,22.13,
1491-1-00,4610 almaden expy,san jose,CA,95118,45818080,2020,senior living community,203993,203993.0,2024,in compliance,,,8.0,49.0,96.9,50.0,98.0,1553450.0,49059.6,376.0,260.6,636.6,4135.5,,,,,,,,,,,,4135.5,20.27,
1495-0-00,909 capitol expressway auto mall,san jose,CA,95136,45904005,2015,vehicle dealership,22053,35058.0,2024,in compliance,,,72.0,42.2,101.7,43.7,102.4,331821.9,3992.1,75.1,21.2,96.3,,766.5,,,,,,,,,,,766.5,21.86,
1496-0-00,919 capitol expressway auto mall,san jose,CA,95136,45904014,2012,vehicle dealership,54268,49050.0,2024,in compliance,,,72.0,41.7,103.8,43.1,105.2,492828.8,4324.9,111.6,23.0,134.6,,1211.0,,,,,,,,,,,1211.0,24.69,
1497-0-00,911 capitol expressway auto mall,san jose,CA,95136,45904015,2001,vehicle dealership,58654,58166.0,2024,in compliance,,,38.0,55.7,127.7,58.2,129.1,662516.5,11224.9,150.0,59.6,209.6,,1417.5,,,,,,,,,,,1417.5,24.37,
1498-0-00,905 capitol expressway auto mall,san jose,CA,95136,45904023,2012,vehicle dealership,39250,37132.0,2024,in compliance,,,37.0,68.6,157.8,72.6,161.9,533142.9,8757.3,120.7,46.5,167.2,,1695.5,,,,,,,,,,,1695.5,45.66,
1499-0-00,745 capitol expressway auto mall,san jose,CA,95136,45905016,1987,vehicle dealership,47819,54691.0,2024,in compliance,,,69.0,45.6,101.5,48.7,104.8,491529.3,9855.7,119.0,52.3,171.3,,230.8,,,,,,,,,,,230.8,4.22,
1500-0-00,755 capitol expressway auto mall,san jose,CA,95136,45905017,2010,vehicle dealership,25300,21156.0,2024,in compliance,,,57.0,52.8,125.6,56.5,128.5,245211.5,3578.0,55.5,19.0,74.5,,570.2,,,,,,,,,,,570.2,26.95,
1501-0-00,775 capitol expressway auto mall,san jose,CA,95136,45905019,2019,vehicle dealership,194847,109277.0,2024,in compliance,,,53.0,46.1,113.3,47.5,114.3,1178428.0,11731.3,285.2,62.3,347.5,1230.0,,1382.1,,,,,,,,,,2612.1,23.9,
1502-1-00,725 capitol expy auto mall,san jose,CA,95136,45905032,1900,self-storage facility,63603,63603.0,2024,in compliance,2024.0,compliant,,7.9,22.2,7.9,22.2,148102.0,,35.8,0.0,35.8,4.0,,,,,,,,,,,,4.0,0.06,
1504-0-00,1050 capitol expressway auto mall,san jose,CA,95136,45906039,2011,vehicle dealership,27134,27134.0,2024,in compliance,,,37.0,62.9,162.5,64.7,164.4,438435.5,2583.5,99.3,13.7,113.0,,2403.3,,,,,,,,,,,2403.3,88.57,
1505-0-00,980 capitol expressway auto mall,san jose,CA,95136,45906043,2010,vehicle dealership,27526,27526.0,2024,in compliance,,,77.0,47.5,106.7,50.3,108.8,258103.4,5033.0,58.4,26.7,85.2,,8.2,,,,,,,,,,,8.2,0.3,
1508-0-00,4424 pearl ave,san jose,CA,95136,45918002,1979,strip mall,62740,31370.0,2024,in compliance,2024.0,compliant,,51.0,119.6,50.6,118.4,342985.3,4159.7,83.0,22.1,105.1,,1253.7,,,,,,,,,,,1253.7,39.97,
1519-0-00,3900 vistapark dr,san jose,CA,95136,46219019,1900,self-storage facility,111270,108498.0,2024,in compliance,,,,1.8,5.1,1.8,5.0,57157.0,,13.8,0.0,13.8,144.0,,,,,,,,,,,,144.0,1.33,
1527-0-00,131 baroni ave,san jose,CA,95136,46243018,1999,non-refrigerated warehouse,50920,68679.0,2024,in compliance,,,95.0,4.1,11.4,4.1,11.4,81762.5,,19.8,0.0,19.8,,340.5,,,,,,,,,,,340.5,4.96,
