X,Y,objectid,y_lat,x_lon,id,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,point_x,point_y,philadelphia_building_id
-8347840.8468167,4879143.82352822,962,40.09077037,-74.98992549,95936,28325477,Alef Packaging - Dutton,10940 Dutton Rd,19154,,1973,Distribution Center,70930,292831.5,865533.6,,,85,16.4,24.4,19.6,27.9,72.3,3.7,,no,Required Compliance,Complied,2023,2740603.16011581,287992.93213998,884280500
-8347371.94932354,4882022.29849414,963,40.1105493,-74.98571335,97525,3790606,Computer Components Corp,2751 Southampton Road,19154,,1980,Manufacturing/Industrial Plant,70764,3341643.5,6007078.3,,,,127.2,213.1,130,216.1,619.4,2319.7,,no,Required Compliance,Complied,2023,2741555.59489071,295231.42914589,884291500
-8347789.20052727,4879344.56563383,964,40.09214992,-74.98946155,95638,7554303,10981 Decatur Partners LP,10981 Decatur Rd,19154,,1975,Non-Refrigerated Warehouse,248967,2196404,,,,84,8.8,24.6,8.8,24.6,192.8,295.6,,no,Required Compliance,Complied,2023,2740717.19564889,288499.29267581,884280000
-8366561.58488308,4858531.67118275,965,39.94897026,-75.15809633,97467,3642349,Curtis Building,1015 Walnut Street,,1,,,,,,,,,,,,,,,,no,Voluntary Compliance,Voluntarily Complied,2023,2695088.70258847,234933.96607964,
-8348153.24135076,4879038.12622968,966,40.09004398,-74.99273176,95829,3668376,David Michael and Co Inc,10801 DECATUR RD,19154,,1970,Manufacturing/Industrial Plant,99821,11329491.4,23324359.7,,,,325.6,528.2,342,547.9,2257,8057.1,,no,Required Compliance,Complied,2023,2739826.64428039,287703.92550014,884279500
-8348741.89013303,4878152.25885511,967,40.08395568,-74.99801966,95773,7739130,10350 Drummond Rd,10350 Drummond Rd,19154,,1973,Office,100500,9752741.4,,,,22,98.5,275.8,97.6,273.3,855.9,336.6,,no,Required Compliance,Complied,2023,2738416.9656693,285440.98448798,884283501
-8347639.02896106,4881777.25848463,968,40.10886577,-74.98811255,96084,6873406,onyx glentov,12285 mcnulty rd,19154,,1988,Non-Refrigerated Warehouse,75000,895714.5,1839482.9,,,63,36.5,59.2,46.1,68.9,178.2,267.9,,no,Required Compliance,Complied,2023,2740904.02926472,294597.45239548,884292538
-8349591.56749847,4880139.47317289,969,40.09761246,-75.00565243,95660,7553866,11600 Caroline Rd,11600 Caroline Rd,19154,,1974,Other - Services,100415,673784.7,,,,,6.7,18.9,6.7,18.9,59.1,407.2,,no,Required Compliance,Complied,2023,2736127.66611405,290347.08753665,884269500
-8348016.19689954,4880783.57176889,970,40.10203831,-74.99150069,166240,4378434,Philadelphia Police BRAC - Woodhaven,2838 Woodhaven Rd,19154,,2015,Municipal,78696,3574772.9,3578657.4,,,,86.3,166.2,85.3,163.1,511.3,467.3,,no,Required Compliance,Complied,2023,2740034.46276239,292081.90591739,786076005
-8349465.1119533,4880239.25391631,971,40.09829811,-75.00451646,95635,7554365,11620 Caroline Rd,11620 Caroline Rd,19154,,1970,Non-Refrigerated Warehouse,72436,1023999.5,,,,65,14.5,40.5,15.4,43,89.9,55.9,,no,Required Compliance,Complied,2023,2736437.54475939,290606.61621706,884270000
-8344753.64116416,4877775.83118371,972,40.08136845,-74.96219279,95723,4755098,08700 - Franklin Mills 14,1149 Franklin Mills Cir,19154,,1990,Movie Theater,1615457,,558950,,,,8.2,8.6,11.9,12.5,29.7,,,no,Required Compliance,Complied,2023,2748466.68703964,284813.3417144,882693016
-8346416.91365409,4882078.40454076,973,40.11093476,-74.97713415,95814,3637826,Almo Corporation,2709 Commerce Way,19154,,2001,Distribution Center,143060,1611308.1,2980511.9,,,86,27.6,37.2,33.3,43.8,303.1,467.3,,no,Required Compliance,Complied,2023,2743949.65407898,295446.99630006,884292580
-8345981.011938,4882257.55745896,974,40.11216559,-74.9732184,157898,6396007,Philadelphia Station ZPHI/191 - 14300 Townsend Road,14300 Townsend Road,19154,,1996,Non-Refrigerated Warehouse,154048,4725920.3,9048399.8,,,4,89.4,147.6,101.4,160.2,905.3,728.6,,no,Required Compliance,Complied,2023,2745030.26904371,295929.55274965,884292604
-8347199.75984403,4881688.59194838,975,40.10825659,-74.98416655,157900,5017022,2800 Black Lake Place,2800 Black Lake Place,19154,,1988,Office,56870,841839,1628169.3,,,75,42.3,69.7,50.5,79.9,162.1,578.4,,no,Required Compliance,Complied,2023,2742014.18386856,294410.18177265,884292570
-8346461.04071173,4881736.59251846,976,40.10858638,-74.97753055,178730,23316337,Fiscal services,13000 Townsend Rd,19154,,1992,Office,131987,8173592.7,1286508.1,,,84,34.4,88,35.8,88.9,785.7,175.7,,no,Required Compliance,Complied,2023,2743865.68738338,294588.45438197,884292513
-8347646.47725896,4878322.07594336,977,40.08512282,-74.98817945,96272,3856392,Archbishop Ryan High School,11201 Academy Road,19154,3,1965,K-12 School,,3180130,12949777.9,0,,62,56.8,79.2,73.3,97.1,973.6,3366.3,,no,Voluntary Compliance,Voluntarily Complied,2023,2741155.77088723,285951.89225881,778069000
-8347765.63620825,4878802.38209645,978,40.08842384,-74.98924987,95846,3690153,Flynn & OHara Uniforms,10905 Dutton Rd,19154,,1970,Distribution Center,54712,601884.6,1115230.7,,,81,29.6,49.2,36.5,56.5,112.1,241.3,,no,Required Compliance,Complied,2023,2740818.81716481,287144.44991306,884282000
-8346872.88690391,4881647.82443493,979,40.10797649,-74.98123021,95877,3569995,Westinghouse Lighting,12401 McNulty Rd.,19154,,1988,Distribution Center,229183,3057923.8,5393585.9,,,67,36.8,61.9,45.6,71.8,561.3,265.7,,no,Required Compliance,Complied,2023,2742838.31607856,294333.92995665,884292544
-8349846.12174188,4879392.6341096,980,40.09248028,-75.00793912,95636,6394500,Monarch Global Brands,11350 NORCOM RD,19154,,1965,Manufacturing/Industrial Plant,309254,2484932.3,,,,,8,22.5,8,22.5,223.3,1093.2,,no,Required Compliance,Complied,2023,2735546.2942453,288458.53816414,884275000
-8347909.9544855,4878629.27398586,981,40.08723413,-74.99054629,148370,3707270,DUTTON ROAD ASSOC.,10901 DUTTON ROAD,19154,1,1975,Other,,1178493.2,2211471.2,,,,35.3,58.6,39.3,62.4,223.4,37.2,,no,Voluntary Compliance,Voluntarily Complied,2023,2740469.79817781,286699.93439789,884282500
-8344690.34078213,4878588.72594739,982,40.08695547,-74.96162416,98117,4457702,FRANKLIN MILLS ASSOCIATES,4301 BYBERRY RD,19154,,2014,Supermarket/Grocery Store,179868,,,,,61,88.9,205.3,94.1,210.8,,5745.8,,no,Required Compliance,Complied,2023,2748561.4749078,286852.61519489,882693050
-8367601.57858935,4858919.50187035,983,39.95164107,-75.16743871,129506,,,1601 CHESTNUT ST,19192,,,,198396,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2692442.03760622,235829.74578415,883031910
-8367552.1575723,4859346.30724214,984,39.95458014,-75.16699475,96267,4072331,The Phoenix Building,1600 Arch Street,,1,1925,Multifamily Housing,,14176174.2,,,7243143.2,,39.1,88.3,42.8,93.5,1725.1,23749.7,1,no,Voluntary Compliance,Voluntarily Complied,2023,2692535.14109455,236903.5792664,888116304
-8365201.01149351,4859064.73711891,985,39.95264115,-75.14587412,97021,33532240,315 Arch Flats,315 Arch Street,,1,1900,Multifamily Housing,,1729201.6,56430,,,92,29.8,81.7,31.8,87.4,158.4,216.2,100,no,Voluntary Compliance,Voluntarily Complied,2023,2698474.54981938,236371.43498948,888038332
-8365755.24922606,4858109.00078222,986,39.94605942,-75.15085292,97749,5002488,Independence Place Owners Association,241 S. 6th St.,,,1981,Multifamily Housing,,25873503.1,,,,42,39,109.2,43.4,121.6,2325.1,13936.9,78,no,Voluntary Compliance,Voluntarily Complied,2023,2697149.87628764,233933.7387494,888051126
-8366561.58488308,4858531.67118275,987,39.94897026,-75.15809633,97569,3641868,College Building,1025 Walnut Street,,1,,,,,,,,,,,,,,,,no,Voluntary Compliance,Voluntarily Complied,2023,2695088.70258847,234933.96607964,
-8364845.41140176,4859128.80654366,988,39.95308234,-75.14267972,95997,34726573,Moravian Condos,143 S. 2nd St,,1,2004,Multifamily Housing,,4222350,666079.2,,,13,53.1,136.1,54.7,140.6,414.8,2875.5,57,no,Voluntary Compliance,Voluntarily Complied,2023,2699364.98603064,236558.50613764,882623116
-8347376.1109857,4874701.97329547,989,40.06023771,-74.98575071,96777,3637394,Campus Center,9801 Frankford Avenue,,1,1988,College/University,,3408267.3,3501404.8,,,,77.1,147.5,84.5,155.9,492.3,1033.3,,no,Voluntary Compliance,Voluntarily Complied,2023,2742118.72860697,276912.32700464,
-8347376.1109857,4874701.97329547,990,40.06023771,-74.98575071,116129,3637470,Stevenson Lane Residence,9801 Frankford Avenue,,1,2009,College/University,,2564922.9,930397.7,,,,51.8,121,52.2,122,279.9,2094.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2742118.72860697,276912.32700464,778503000
-8370259.49182274,4872638.10774808,991,40.04604694,-75.19131507,97805,18968756,Malvern Hall Condominium Association,6655 McCallum St.,,1,1925,Multifamily Housing,,1851305.8,1187802.2,,,24,54.4,115.1,58.9,127,229.5,1706.5,72,no,Voluntary Compliance,Voluntarily Complied,2023,2684754.61400472,270010.96515122,888220042
-8347376.1109857,4874701.97329547,992,40.06023771,-74.98575071,97457,3637411,Education Technology Center,9801 Frankford Avenue,,1,2005,College/University,,4399927.5,2892225.7,,,,117.6,247.7,121.1,251.3,549,1173,,no,Voluntary Compliance,Voluntarily Complied,2023,2742118.72860697,276912.32700464,
-8366732.98988883,4858369.59606274,993,39.94785411,-75.15963608,95845,21642096,Western Union Building,1101 Locust Street,,1,2007,Multifamily Housing,,6724366.2,1777079.2,,,39,46,111.9,50.9,122.1,684.5,4313.3,75,no,Voluntary Compliance,Voluntarily Complied,2023,2694669.1102518,234514.87899131,888093850
-8367134.50051088,4858626.18024865,994,39.94962112,-75.1632429,143637,3575688,123 South Broad,123 S. Broad St.,,,1928,Office,,28608674.9,35912448.4,,,53,78.2,142.8,89.6,156.2,4418.3,10664.9,,no,Voluntary Compliance,Voluntarily Complied,2023,2693639.42661564,235128.65401048,
-8366657.6005926,4858482.83377226,995,39.94863394,-75.15895885,144034,3641704,Martin Building,201 South 11th Street,,,1959,Residence Hall/Dormitory,,3805144.3,,,3231221.9,37,86.3,178.4,93.3,185.3,548.5,1897.6,,no,Voluntary Compliance,Voluntarily Complied,2023,2694850.5744558,234804.4059713,771019000
-8366075.76507939,4863237.39957797,996,39.9813691,-75.15373206,116093,3969866,Biology-Life Sciences,1900 N. 12th Street,,,1969,College/University,,16704670.9,934,,26493916.7,,459.4,651.2,483,679.6,5033.9,5087.5,,no,Voluntary Compliance,Voluntarily Complied,2023,2695964.83961572,246767.1596048,777570400
-8363400.34337879,4868863.20530991,997,40.02008243,-75.12969839,157934,3694570,Courtland Shop,4529 North 3rd Street,,,1952,Other - Public Services,,297632.5,7645296.2,,,,149.9,167.2,186.9,207,432.2,339.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2702278.66064946,261062.50732639,884351660
-8368662.60828049,4849872.81849153,998,39.88931415,-75.17697023,139879,4096299,"Urban Outfitters, Inc. - Building #003, 007, 012, 015, 025, 543",5000 S. 15th Street,,,1916,Office,,44889807.4,33022422.6,,,2,239.6,493.2,258,512.5,5693.7,15635.9,,no,Voluntary Compliance,Voluntarily Complied,2023,2690432.38283288,213056.75556906,
-8367062.70370104,4852631.11970648,999,39.90832339,-75.16259805,96197,3569510,700 PACKER AVENUE,700 PACKER AVENUE,19148,,1964,Mixed Use Property,108900,4554668.6,667618.2,,,,41.8,107.6,43.8,109.6,444.8,617.1,,no,Required Compliance,Complied,2023,2694260.88173756,220096.35205415,884142500
-8364889.70108789,4855150.72336314,1000,39.92568299,-75.14307766,96261,5023272,4101 - S PHILADELPHIA,1651 Christopher Columbus Blvd,19148,,1994,Retail Store,135560,2731384.5,3006100,,,98,37.6,70.8,43.1,76.6,399.4,878,,no,Required Compliance,Complied,2023,2699548.0886828,226578.44342065,882055160
-8367221.80135565,4853239.62046568,1001,39.91251627,-75.16402723,96131,3859497,Stella Maris Church and School,2901 S 10th Street,19148,,1954,K-12 School,69630,1392768.5,1895118.6,,,66,47.2,84.6,47.2,84.6,222.9,438.8,,no,Required Compliance,Complied,2023,2693815.38951831,221611.34541522,771251500
-8364969.79075528,4853455.81566194,1002,39.91400586,-75.14379714,165375,27955222,UPS Oregon Avenue,15 East Oregon Avenue,19148,,1965,Distribution Center,211210,15857150.6,25937174.1,,,,97.2,166.6,116.5,186.9,2802.6,2442.6,,no,Required Compliance,Complied,2023,2699471.9097013,222320.55856372,884136200
-8367475.91046007,4852265.22549889,1003,39.90580209,-75.16630994,156782,3819941,Citizens Bank Park [New],1 Citizens Bank Way,19148,1,2004,Stadium (Open),,69787342,56540515.9,,,,101.1,203.8,103.8,207.4,9274.5,31207.1,,no,Voluntary Compliance,Voluntarily Complied,2023,2693246.86539289,219147.79030298,788020010
-8363802.21228924,4853431.69380899,1004,39.91383964,-75.13330864,178717,3707307,PECO Oregon Shops,2610 S DELAWARE AVE,19148,,1955,Other - Utility,140330,4377947.4,2686478.1,,,,45.3,96.7,48,104.1,526.9,702.4,,no,Required Compliance,Complied,2023,2702414.60755606,222347.03062365,771601005
-8366333.91687781,4853567.1381014,1005,39.9147729,-75.15605125,156813,5053754,Burlington Coat Factory 815,424 West Oregon Avenue,19148,,1982,Other - Mall,272918,1399243.5,253168.6,,,,25.4,64.4,26.9,65.9,139.2,117.8,,no,Required Compliance,Complied,2023,2696027.72105163,222498.6592574,882087505
-8367084.7077327,4855383.00677622,1006,39.92728321,-75.16279566,96077,3892157,SS Neumann Goretti High School,1730 S 10th St,19148,,1955,K-12 School,188542,1964488.7,6267621.5,,,90,39.7,58.3,48.5,67.5,509.4,3524.5,,no,Required Compliance,Complied,2023,2694003.13979897,226998.49802673,771251200
-8368761.51505483,4876618.90422772,1007,40.07341666,-75.17785862,96569,4457838,Gardens of Mt. Airy,1133 E. Mt Airy Ave,19150,,1960,Multifamily Housing,50585,1170502,2632447.3,,,18,96.5,153.3,106.9,164.2,242.5,2645.8,43,no,Required Compliance,Complied,2023,2688230.10508522,280086.54572181,881153700
-8369780.54981805,4876731.10322197,1008,40.07418795,-75.18701274,166271,5018938,Laverock Apt.,1000 Ivy Hill Rd.,19150,,2007,Multifamily Housing,83286,1737214.3,863377,,,77,31.2,69.3,34.1,76.6,202,1857.1,74,no,Required Compliance,Complied,2023,2685661.18043305,280292.91276315,881155012
-8367443.62648469,4877220.12774325,1009,40.07754935,-75.16601986,156796,3637455,Everett Richardson,2800 West Cheltenham Avenue,19150,,2006,Worship Facility,232000,4891340.8,3221908.5,,,,64.9,136.6,69.1,140.2,610.7,469.2,,no,Required Compliance,Complied,2023,2691497.82263114,281688.0979649,775107300
-8378359.90921714,4862382.95922156,1010,39.97548767,-75.26408214,158059,4457858,Haverford Court,7400 Haverford Ave,19151,,1961,Multifamily Housing,563280,2967257.7,5337161,,,58,58.3,97.6,65.5,105.2,550.1,8622,27,no,Required Compliance,Complied,2023,2665113.69626564,243735.71914539,881127500
-8376351.0143207,4863170.58483216,1011,39.98090947,-75.24603592,157908,18024651,Overbrook Tower - 1101 North 63rd St,1101 North 63rd St,19151,,1980,Multifamily Housing,999000,2141889.8,5266184.3,,,27,74.8,116.4,80.9,122.8,472.2,889.4,100,no,Required Compliance,Complied,2023,2670113.33915347,245852.84745707,881126002
-8379487.55488122,4862633.00959979,1012,39.97720895,-75.27421196,97971,12899151,City Avenue Shopping Center/ 90065,7720 City Line Avenue,19151,,1960,Strip Mall,91216,4984560.1,5241153.2,,,,63.1,120,63.1,120,726.3,4184.1,,no,Required Compliance,Complied,2023,2662258.24528363,244282.77480981,882085500
-8376234.72226813,4862960.6152788,1013,39.97946415,-75.24499125,143650,5002133,Monte Vista,6150 W. Oxford Street,19151,4,1900,Multifamily Housing,,4496115.2,4382396.3,,,9,129.9,251.5,141,263.2,636.8,8299.7,30,no,Voluntary Compliance,Voluntarily Complied,2023,2670420.91104488,245334.85505472,
-8354356.01862748,4875556.36428435,1014,40.06611189,-75.0484521,178615,5014096,Samuel Tabas Apartments fka Federation Apartments,2101 Strahle Street,19152,,1974,Multifamily Housing,180784,8754792.8,2254635,,,61,51.6,126.1,55.9,137.4,888.1,13777.5,28,no,Required Compliance,Complied,2023,2724510.77924289,278508.09743515,886665000
-8352027.09167353,4874923.01037024,1015,40.06175749,-75.02753104,178611,4457909,Fountain Gardens,2901 Welsh Rd,19152,,1962,Multifamily Housing,98757,1931759.1,1905581.8,,,95,33,63.7,35.2,67,270.8,5618.8,38,no,Required Compliance,Complied,2023,2730412.46560222,277102.43095514,881190500
-8355292.07221116,4872879.64427697,1016,40.04770749,-75.05686078,166281,25972184,1001 - Roosevelt Mall,2329 Cottman Avenue,19149,,1960,Strip Mall,260178,11250943.8,,,,,19.3,54.2,19.3,54.2,1011,2912.6,,no,Required Compliance,Complied,2023,2722362.81011364,271734.89903931,882065500
-8355584.62565875,4873395.34445188,1017,40.04991397,-75.05808695,96525,3114250,PHILA-COTTMAN (2418),7400 BUSTLETON AVE,19152,,2009,Retail Store,137500,5484493.2,2281700.2,,,86,56.7,129.5,60.7,133.9,602.5,1293,,no,Required Compliance,Complied,2023,2721588.04263431,273003.70293215,882131101
-8356125.67715171,4873422.76833979,1018,40.05144229,-75.06434916,96671,3642848,Castor Place - Kimco 102940,7301 Castor Avenue,19152,,1935,Strip Mall,182289,8037109.3,1039000,,,,56.3,146.3,58.2,150.6,760.6,2242.2,,no,Required Compliance,Complied,2023,2720225.93577847,273030.95615847,882064500
-8374802.8674508,4851515.42714219,1019,39.90063517,-75.23212889,165410,26708420,Interventional Support Center (ISC),3250 South 76th St,19153,,2020,Other - Services,249517,14833874.7,31361645.2,,,,420,677,429.4,684.2,2967.6,24088.9,,no,Required Compliance,Complied,2023,2674842.74045581,216733.0172454,884167500
-8375129.32518258,4851564.56761904,1020,39.90097382,-75.23506149,96279,4096814,7777 Brewster Avenue,7777 Brewster Avenue,19153,,1978,Non-Refrigerated Warehouse,109708,3302932,8585094.8,,,,111,170.6,112.8,172.4,752.8,849.6,,no,Required Compliance,Complied,2023,2674016.75654347,216832.88909289,884165500
-8353907.59384992,4874834.77054222,1021,40.06115088,-75.04442384,158066,4457866,Longwood Manor,2401 Hoffnagle St,19152,,1963,Multifamily Housing,72480,1622159.3,4134867,,,72,61.6,95.1,68.3,102.1,365.4,5836.3,36,no,Required Compliance,Complied,2023,2725693.07116964,276736.24107073,881174500
-8374975.7671578,4850103.03163953,1022,39.89090098,-75.23368208,96844,4542637,Philadelphia PA AH,4301 Island Ave,19153,,1980,Hotel,72160,3292503.2,2421462.6,,,65,76.2,156.8,78,162,417.6,3395.5,,no,Required Compliance,Complied,2023,2674508.16500947,213176.04306014,883742800
-8374786.21329274,4850942.92937607,1023,39.89668969,-75.23197929,98053,3790243,Ottens Flavors,7800 HOLSTEIN AVE,19153,,1999,Manufacturing/Industrial Plant,74564,9181473.6,14955087.9,,,,268.2,460.1,268.2,460.1,1619.4,3675.9,,no,Required Compliance,Complied,2023,2674925.67368889,215297.53192739,884167800
-8374728.67509703,4850154.01326822,1024,39.89125236,-75.23146242,96828,4542636,Philadelphia PA FP,4101 Island Ave,19153,,1980,Hotel,88000,5064653.4,3649359.1,,,44,98,202.5,99.5,204.3,638.3,6498.6,,no,Required Compliance,Complied,2023,2675127.12276106,213321.7484774,883742500
-8375689.76857509,4851900.59869029,1025,39.90328954,-75.24009602,166321,1973980,Shop Rite of Island Avenue,2946 Island Avenue,19153,,1995,Supermarket/Grocery Store,83380,10574975.4,7113943.8,,,52,297.3,623.2,307.5,632.1,1328.2,,,no,Required Compliance,Complied,2023,2672580.81978281,217635.93735556,882090000
-8375276.69474462,4850814.60283103,1026,39.89580529,-75.23638534,178644,36227448,Shaner Ward Hotel 40,3701 Island Ave,19153,,2016,Hotel,95000,3154978.5,3993479.5,,,100,178.7,325.7,189.3,336.4,489,4356,,no,Required Compliance,Complied,2023,2673699.06131272,214940.27050281,883745500
-8374308.84867718,4851742.08590247,1027,39.90219716,-75.22769105,97025,3989162,7400 Holstein Ave.,7400 Holstein Ave.,19153,,2003,Distribution Center,52164,2498855.7,1318077.8,,,43,72.3,158.7,81.9,168.9,294.6,255,,no,Required Compliance,Complied,2023,2676071.11070247,217337.31984256,884167024
-8375189.82799005,4853100.56569509,1028,39.91155826,-75.23560498,178621,27955198,7100 Grovers Avenue,7100 Grovers Avenue,19153,,2010,Multifamily Housing,56857,1567128.2,,,,74,27.6,77.2,27.6,77.2,137.5,4189.1,3,no,Required Compliance,Complied,2023,2673754.56284213,220682.70849298,886617150
-8375314.68821884,4851800.03644214,1029,39.90259653,-75.23672663,95607,6375561,7625 Suffolk Ave,7625 Suffolk Ave,19153,,1981,Non-Refrigerated Warehouse,103660,871212.6,15714.2,,,63,8.5,23.6,8.5,23.6,79.1,59,,no,Required Compliance,Complied,2023,2673532.9379573,217410.47323956,884162600
-8370157.34150041,4860006.2070256,1030,39.95912415,-75.19039743,158872,3762542,19-Kelly Hall,201 North 34th Street,,,1967,Residence Hall/Dormitory,,3411225.5,600582.9,,,,,,,,,1552,,no,Voluntary Compliance,Voluntarily Complied,2023,2685929.04505481,238367.16623423,
-8376529.87950934,4849512.81685452,1031,39.88683284,-75.24764287,165474,6392950,Fairfield Inn Philadelphia,8800 Bartram Avenue,19153,,1999,Hotel,52096,1873843.1,998700,,,97,43.1,94.4,44.3,97.9,221.4,2377,,no,Required Compliance,Complied,2023,2670634.1819438,211583.38056307,883745000
-8374652.74111093,4849125.6511704,1032,39.88416408,-75.23078032,96543,36209104,DoubleTree Philadelphia Airport,4509 Island Avenue,19153,,1972,Hotel,226764,13288289.9,4822649.4,,,28,95.8,223.7,110.2,263,1422.4,7102,,no,Required Compliance,Complied,2023,2675392.10484263,210746.12337931,883740500
-8375075.06909254,4853022.70225151,1033,39.91102175,-75.23457408,165381,4959360,UNICO Village II,7199 Brant Place,19153,,1972,Multifamily Housing,84125,2007245.8,6812561.5,,,28,104.8,151.8,117.1,165.2,542.2,1709.5,99,no,Required Compliance,Complied,2023,2674049.20398514,220495.58058639,881125155
-8374849.71358396,4851968.24648236,1034,39.9037557,-75.2325497,178696,34725108,7575 Brewster Avenue,7575 Brewster Avenue,19153,,1981,Non-Refrigerated Warehouse,164184,9226286.8,2217194.1,,,1,69.8,171.8,71.5,173.6,927.5,561,,no,Required Compliance,Complied,2023,2674692.31687213,217865.94247298,884165000
-8374685.38725821,4852819.91536644,1035,39.90962444,-75.23107353,158046,3800035,08128-Airport,7000 Lindbergh,19153,,2000,Self-Storage Facility,98669,287345,,,,,2.9,8.1,3.3,9.3,25.2,44,,no,Required Compliance,Complied,2023,2675045.32732098,220014.7606819,884161920
-8363080.1903563,4867052.88799952,1036,,,166250,18441910,St. Christopher Parking Garage,120 E Erie Ave,19134,,1960,Parking,268576,907148.1,,,,,9.1,25.4,9.3,26.1,81.5,,,no,Required Compliance,Complied,2023,2703218.55509514,256551.22008914,883400800
-8364496.79362769,4864602.32696613,1037,,,165486,4936276,LEHIGH PARK II,2622-46 N. LAWRENCE STREET,19133,,1962,Multifamily Housing,98004,1590247.9,1916568.1,,,89,47.6,87.8,50.7,91,241.4,4406.5,40,yes,Required Compliance,Complied,2023,2699836.88698973,250305.13185956,886609000
-8362843.19960137,4866905.04660105,1038,,,97636,3760930,St. Christophers Hospital for Children,Erie Avenue at Front St.,19134,,1989,Hospital (General Medical & Surgical),561600,53547313.8,73394243.5,2547419.9,,58,230.6,408.8,235.7,415.4,8899.3,33091.6,,no,Required Compliance,Complied,2023,2703825.67920896,256198.53149006,777011735
-8365011.60102497,4865071.1036413,1039,39.99398992,-75.14417251,166333,11192948,700 Somerset LP,700 Somerset,19133,,2018,Multifamily Housing,70200,1991249.7,1393741.6,,,50,50.1,104.3,54.8,111.6,253,671.6,99,no,Required Compliance,Complied,2023,2698506.97527947,251441.62007214,886604105
-8362223.77224285,4866910.06215471,1040,,,97685,4104348,500 Erie Ave,500-50 E Erie Ave,19134,,1930,Distribution Center,126326,3876025.2,,,,5,29.8,83.5,29.8,83.5,340.2,375.6,,no,Required Compliance,Complied,2023,2705383.38902006,256257.47887872,884048000
-8362568.57079939,4865598.43326229,1041,,,178743,7157939,Pine Tree Silk Mill,426-36 E Allegheny Avenue,19134,,1908,Office,98046,958897.9,1057087.8,,,,20.6,38.7,23.7,42.7,140.3,1714.4,,no,Required Compliance,Complied,2023,2704613.91582148,252945.20597573,884340875
-8361001.51798624,4864947.25005894,1042,,,97779,,,2100 E WILLARD ST,19134,,,,114886,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2708604.96361364,251431.08794098,884843500
-8353945.21968355,4868743.57941315,1043,,,96794,3891054,6601 New State Rd,6601 New State Rd,19135,,1965,Distribution Center,54075,1126137.1,1931476.5,,,43,55.9,94.8,67.4,107.6,203.8,152.1,,no,Required Compliance,Complied,2023,2726065.90638196,261480.02847298,884179500
-8353688.32750164,4868786.06242884,1044,,,97725,3963466,Mar Vick Bren INC,5101-49 unruh ave.,19135,,1950,Non-Refrigerated Warehouse,71572,522524.6,,,,,4.2,11.7,4.3,12.1,47,29.1,,no,Required Compliance,Complied,2023,2726708.68199931,261606.24967723,884180500
-8352073.95789189,4870580.49641447,1045,,,97992,6414499,Edmund Street,7701 Edmund Street,19136,,1969,Non-Refrigerated Warehouse,176167,528732.4,,,,89,2.8,7.8,2.9,8,47.5,2939.1,,no,Required Compliance,Complied,2023,2730629.9339993,266225.56688215,884254500
-8352095.23752352,4873872.47487092,1046,,,96399,5026073,Immaculate Mary Center,8132 Colfax Street,19136,,1975,Residential Care Facility,121194,9329418,926779.5,,,,102.5,270.7,103.3,271.6,868,8990.4,,no,Required Compliance,Complied,2023,2730322.28402406,274467.14652756,881448700
-8351971.00282385,4869946.76862936,1047,40.02753601,-75.02702716,178656,3673605,ez storage,7245 state road,19136,,2006,Self-Storage Facility,85350,2358532.7,72757.1,,,,28.5,78.3,28.6,78.4,210.9,,,no,Required Compliance,Complied,2023,2730937.75293747,264646.36072297,884256025
-8351154.20047112,4870652.31514608,1048,,,166211,4830354,Philadelphia Industrial Correction Center,8203 State Rd,19136,1,1979,Municipal,,16536322.8,18251134.4,,,,173.9,327.3,180.8,334.5,2455.4,38629,,no,Voluntary Compliance,Voluntarily Complied,2023,2732936.95530389,266476.84426673,
-8367126.04655675,4871867.04532189,1049,,,98124,20470841,Church Lane Portfolio LLC - 600 E Church Lane,600 E Church Lane,19138,,1935,Multifamily Housing,,691916.1,2326249.9,,,97,34.7,50.3,37.7,53.5,185.7,,,no,Voluntary Compliance,Voluntarily Complied,2023,2692688.50758572,268309.66704464,881058105
-8373484.04117101,4859363.12989363,1050,,,95818,6934784,The Willows at Walnut Hill (Chatham Courts),242-252 S 49th St,19139,,1998,Multifamily Housing,54648,1085722.3,121283,,,98,27,70.9,29.8,77.5,104,3524.1,39,no,Required Compliance,Complied,2023,2677601.30810139,236513.38450873,886613700
-8375218.22870856,4861019.73135594,1051,,,97386,,,5801 VINE ST,19139,,,,220941,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2673117.43255472,240542.18091306,875104330
