Reporting ID,Data Year,MapLot,Compliance Status,BEUDO Category,BEUDO Property Type,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus),Grid Electricity Emissions (Metric Tons CO2e),Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus),Natural Gas Emissions (Metric Tons CO2e),Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #1 Emissions (Metric Tons CO2e),Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #2 Emissions (Metric Tons CO2e),Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #4 Emissions (Metric Tons CO2e),Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #5 or #6 Emissions (Metric Tons CO2e),Diesel Emissions Factor (Metric Tons CO2e per Million Btus),Diesel Emissions (Metric Tons CO2e),Kerosene Emissions Factor (Metric Tons CO2e per Million Btus),Kerosene Emissions (Metric Tons CO2e),District Steam Emissions Factor (Metric Tons CO2e per Million Btus),District Steam Emissions (Metric Tons CO2e),District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus),District Chilled Water Emissions (Metric Tons CO2e),Latitude,Longitude,Coordinates
B1376,2018,136-2,Compliant,Non-Residential,Other,386737,1,20 Quincy St,1931,333-3,1,Hotel,Hotel (39895.0),39895,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,40,590287.4,2014060.7,8290.3,829025.2,,,,,,,134996.2,2412263.7,,5390345.8,5413004.4,135.1,135.7,9534745.4,9562894,239,239.7,353.2099,1575.9,39.5,0.0701,141.2493,0.0531,44.0335,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,160.1707,0.0575,7.7563,42.3732,-71.1143,POINT (-71.1142741211884 42.373247611363)
B1033,2020,85-1,Compliant,Municipal,Office,56840,,147 Hampshire Street,1979,381-20,1,Office,Office (12550.0),12550,,CAMBRIDGE CITY OF,,78,91672.3,312786,4522.2,452222.3,,,,,,,,,,765008.3,819460.2,61,65.3,1350634.2,1416959.4,107.6,112.9,46.181,59.9,4.78,0.0709,22.1613,0.0531,24.0197,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3714,-71.0976,POINT (-71.0975561580584 42.3713566174098)
B1565,2021,88-53,Compliant,Non-Residential,Office,25588,,130 Prospect Street,1989,511-5,1,Office,"Office (37916.0),Parking (7460.0)",37916,,130 PROSPECT STREET CONDOMINIUM,,74,286207.9,976541.3,6411.4,641144.6,,,,,,,,,,1617686,,42.7,,3407517.6,,89.9,,104.6729,112.4,2.96,0.0723,70.6187,0.0531,34.0543,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3684,-71.1013,POINT (-71.1013118825581 42.3683695038458)
B1320,2018,1A-86,Compliant,Residential,Residential,426000,426,One Leighton Street,2008,378-11,1,Multifamily Housing,Multifamily Housing (612952.0),612952,528,NORTH POINT APARTMENTS LIMITED PARTNERSH,"C/O AVALONBAY COMMUNITIES, INC",1,10470298.6,35724658.9,468629,46862900.6,,,,,,,,,,82587559.5,82587559.5,134.7,134.7,149235090.6,149235090.6,243.5,243.5,4994.5416,18252.1,29.78,0.0701,2505.428,0.0531,2489.1136,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.37,-71.0731,POINT (-71.0731441491643 42.3699573152381)
B1639,2024,242-38,Compliant,Non-Residential,Education,109553,12,178 Coolidge Hill,1973,387-28,1,K-12 School,K-12 School (14101.0),14101,,SHADY HILL SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3714,-71.1369,POINT (-71.1369042432652 42.3714373150791)
B1459,2022,160-69,Compliant,Non-Residential,Other,39240,3,1390 Massachusetts Ave,1890,357-4,1,Mixed Use Property,"Restaurant (8269.0),Office (11748.0),Fast Food Restaurant (6055.0),Retail Store (13168.0)",39240,,"1834 REALTY, INC.",C/O CAMBRIDGE SAVINGS BANK,,756836.4,2582325.7,47530.5,4753045.1,,,,,,,,,,7335370.8,7534449.6,186.9,192,12221209.3,12323212.4,311.4,314,437.9646,2807,71.53,0.0718,185.509,0.0531,252.4556,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3732,-71.1193,POINT (-71.1193088307797 42.3731808818192)
B1275,2022,160-14,Non-Compliant,Non-Residential,Office,304349,,75 Mount Auburn Street,1964,"357-2, 357-3",2,Office,Office (345571.0),345571,,PRESIDENT & FELLOW OF HARVARD,,94,1636084.2,5582320.1,75663.7,7566373,,,,,,,2981317.6,,,16130010.8,16663294.4,46.7,48.2,26288187.1,26873506.7,76.1,77.8,974.2012,1342.5,3.88,0.0718,401.0225,0.0531,401.8841,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,171.2946,42.3726,-71.1186,POINT (-71.1186477233665 42.3726498456433)
B1107,2022,"173-71, 173-101",Compliant,Residential,Residential,47492,58,1610-1616-1622 Massachusetts Avenue,1880,244-9,1,Multifamily Housing,Multifamily Housing (47492.0),47492,56,"CAMBRIDGE REALTY LLC,",,73,104468,356444.8,30518,3051799.9,,,,,,,,,,3408244.7,3620248.6,71.8,76.2,4202435.3,4411804.3,88.5,92.9,187.7011,1490.1,31.38,0.0718,25.6063,0.0531,162.0948,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3802,-71.1204,POINT (-71.1203620229304 42.3802021632083)
B1509,2016,62-34,Non-Compliant,Residential,College/University,150644,210,540 MEMORIAL DR (REAR),1963,"747-2, 747-3, 747-4, 747-5, 747-6",5,College/University,College/University (162225.0),162225,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,967900,3302474.7,4629,462900,,,,,,,,15892140.9,,19657515.6,,121.2,,28851872.8,,177.9,,1327.2807,10411.4,64.18,0.0749,247.4796,0.0531,24.5868,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,1055.2143,0.0575,0,42.3552,-71.1035,POINT (-71.1035442869943 42.3552486676985)
B1699,2024,242B-56,Compliant,Non-Residential,Education,187700,0,80 Gerry's Landing Rd.,1932,387-31,1,K-12 School,K-12 School (1595.0),1595,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,74,915.4,3123.2,1103.3,110329,,,,,,,,,,113452.2,125652.3,71.1,78.8,124590.4,137313.9,78.1,86.1,6.0856,,,0.0722,0.2255,0.0531,5.8601,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3714,-71.1356,POINT (-71.135577469767 42.3713638325367)
B1012,2024,"133-61, 133-50",Compliant,Non-Residential,House of Worship,52102,,29 Mount Auburn Street,1923,"439-1, 439-5, 439-6",3,Worship Facility,Worship Facility (98819.0),98819,,ROMAN CATHOLIC ARCHBISHOP OF BOSTON,CORPORATION SOLE,,157043.8,535833.3,30036.8,3003680.5,,,,,,,,,,3539513.8,3902652.9,35.8,39.5,4654197.8,5035493.8,47.1,51,198.23,261.8,2.65,0.0722,38.6911,0.0531,159.539,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.371,-71.1153,POINT (-71.1152801419231 42.3710491720355)
B1764,2019,69-62,Compliant,Non-Residential,Other,292593,,55 Franklin St,1997,662-11,1,Parking,Parking (240000.0),240000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,870968,2971742.8,,,,,,,,,,,,2971742.8,2951759.1,12.4,12.3,8320879.9,8264925.4,34.7,34.4,195.0862,56.1,0.23,0.0656,195.0862,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3615,-71.0993,POINT (-71.0993489632216 42.361465013427)
B1709,2017,267.4-209,Non-Compliant,Non-Residential,Other,43694,0,115-135 Fawcett Street,1980,"69-4, 69-5",2,Other,"Parking (74000.0),Other (35617.0)",35617,,"BELAM REALTY LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0749,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3928,-71.1476,POINT (-71.1476344051405 42.3928125248615)
B1565,2016,88-53,Non-Compliant,Non-Residential,Office,25588,,130 Prospect Street,1989,511-5,1,Office,"Office (37916.0),Parking (7460.0)",37916,,130 PROSPECT STREET CONDOMINIUM,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0749,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3684,-71.1013,POINT (-71.1013124225421 42.3683700218958)
B1576,2022,85-76,Compliant,Non-Residential,Office,34806,,139 Hampshire st,1982,385-61,1,Office,Office (1260.0),1260,,"NORSHIRE LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0718,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3709,-71.0971,POINT (-71.0970723186132 42.3708967884125)
B1709,2016,267.4-209,Non-Compliant,Non-Residential,Other,43694,0,115-135 Fawcett Street,1980,"69-4, 69-5",2,Other,"Parking (74000.0),Other (35617.0)",35617,,"BELAM REALTY LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0749,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3928,-71.1476,POINT (-71.1475798464443 42.3928048495342)
B1760,2024,92-130,Compliant,Residential,Residential,103484,83,84 Auburn St,1990,665-7,1,Multifamily Housing,Multifamily Housing (15441.0),15441,14,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,82196,280452.7,5215.7,521568.5,,,,,,,,,,802021.2,802021.2,51.9,51.9,1332914.6,1332914.6,86.3,86.3,47.9536,937.6,60.72,0.0722,20.2507,0.0531,27.7029,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.362,-71.1031,POINT (-71.1030501801884 42.3619685372896)
B1458,2018,"267.4-322, 267.4-291",Compliant,Non-Residential,Office,68470,1,87 Cambridge Park Drive,1984,42-5,1,Laboratory,Laboratory (67372.0),67372,,"HCP/KING 87 CPD, LLC",,1,3328200,11355818.4,181165.3,18116533,,,,,,,,,,29472351.5,29040938.4,437.5,431.1,50818651.3,50023241.9,754.3,742.5,1758.6579,3954.7,58.7,0.0701,796.4019,0.0531,962.256,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3957,-71.1447,POINT (-71.1446786594077 42.3956815474519)
B1193,2023,159-1,Compliant,Non-Residential,College/University,1223988,1027,17 Harvard Yard,1805,318-7,1,Residence Hall/Dormitory,Residence Hall/Dormitory (28183.0),28183,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,84,125500.1,428206.2,1367.2,136722,,,,,,,,891340,,1456268.2,1544341.7,51.7,54.8,2414854.2,2520810.2,85.7,89.4,97.3652,185.2,6.57,0.0722,30.9196,0.0531,7.2619,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,59.1836,0.0575,0,42.3754,-71.1177,POINT (-71.117735895635 42.3753920174721)
B1288,2016,159-1,Compliant,Non-Residential,College/University,1223988,1027,29 Harvard Yard,1942,318-30,1,College/University,College/University (43263.0),43263,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,185289.8,632208.7,,,,,,,,,975312.7,814353.8,,2421875.2,2422779.6,56,56,3637419.9,3638333.4,84.1,84.1,157.4856,,,0.0749,47.3762,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,54.0719,0.0575,56.0376,42.3732,-71.1159,POINT (-71.1159296990796 42.3731814627114)
B1272,2020,"132-137, 161-73",Compliant,Residential,College/University,191059,0,8 Mill St,1926,"438-2, 438-10, 498-2, 498-3, 498-6",5,Residence Hall/Dormitory,Residence Hall/Dormitory (220317.0),220317,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1196496.8,4082447.2,985.4,98544,,,,,,,874175.4,14267899.9,,19323066.5,20437993,87.7,92.8,29494692.9,30847050.5,133.9,140,1292.0753,2795.8,12.69,0.0709,289.2473,0.0531,5.2341,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,947.3672,0.0575,50.2266,42.3694,-71.1163,POINT (-71.1163220156681 42.3694118263532)
B1846,2024,74-25,Compliant,Municipal,Municipal,13104,0,105 Windsor Street,,622-2,1,,,,,CAMBRIDGE CITY OF,RECREATION DEPT,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3641,-71.0968,POINT (-71.0968047079071 42.3640739442041)
B1703,2022,168-21,Compliant,Non-Residential,Office,32241,3,1 Mifflin Place,1989,355-10,1,Office,"Office (20353.0),Retail Store (7094.0)",27447,,"119 MOUNT AUBURN STREET LLC,",C/O UPLAND CAPITAL CORPORATION,,293455.6,1001270.6,10634.1,1063409.7,,,,,,,,,,2064680.3,2138493.3,75.2,77.9,3920137.9,3975846,142.8,144.9,128.4117,333.9,12.17,0.0718,71.9292,0.0531,56.4825,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3734,-71.1225,POINT (-71.1225425764619 42.3734118465)
B1048,2018,"85-1, 85-63",Compliant,Municipal,Other,12000,1,300 Norfolk Street,1979,"381-10, 381-15",2,Parking,"Office (9520.0),Parking (47152.0)",56672,,CAMBRIDGE CITY OF,PUBLIC WORKS DEPT,,189093,645185.3,50768.3,5076829.8,,,,,,,,,,5722015.1,5754956.8,601.1,604.5,7137190.2,7180342.5,749.7,754.2,314.9027,398,41.8,0.0701,45.2479,0.0531,269.6548,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3719,-71.0974,POINT (-71.0974405954733 42.3718571475336)
B1413,2023,68-59,Compliant,Non-Residential,College/University,53699,1,195 Albany Street,1948,702-9,1,College/University,"Office (0.0),College/University (48000.0)",48000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,535680,1827740.1,10324,1032400,,,,,,,,,,2860140.2,2919499.9,59.6,60.8,6201692.4,6252818.9,129.2,130.3,186.8115,34189,712.27,0.0722,131.9761,0.0531,54.8354,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3596,-71.0999,POINT (-71.0998687817042 42.3595623604142)
B1586,2021,67-67,Compliant,Non-Residential,Technology/Science,51900,2,21 Erie Street,1925,720-4,1,Laboratory,Laboratory (51117.0),51117,,"BMR-21 ERIE STREET LLC,",C/O RYAN LLC,,1710193.4,5835180,39069.1,3906913,,,,,,,,,,9742093,9883094.5,190.6,193.3,20440762.7,20478554.9,399.9,400.6,629.4864,235.5,4.61,0.0723,421.9714,0.0531,207.5149,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3581,-71.1036,POINT (-71.1036492288893 42.3580694227545)
B1556,2022,33-88,Compliant,Non-Residential,Manufacturing/Industrial,30520,1,89 Fulkerson Street,1940,467-7,1,Data Center,Data Center (30520.0),30520,,"LAVERTY, CHARLES R., JR. & PAUL LOHNES,",TRS. OF THE PAY PHONE REALTY TRUST,,3144518.1,10729095.8,,,,,,,,,,,,10729095.8,10729095.8,351.5,351.5,30041468.2,30041468.2,984.3,984.3,770.7564,122.2,4,0.0718,770.7564,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3695,-71.0879,POINT (-71.0878876755571 42.369508058168)
B1010,2019,18-47,Compliant,Residential,Residential,220027,193,1 First Street,2004,461-10,1,Multifamily Housing,Multifamily Housing (291742.0),291742,193,"FIRST STREET VENTURE, L.L.C.,",,80,2544076.9,8680390.4,26154,2615396.5,,,,,,,,,,11295786.8,11179398,38.7,38.3,27051259.3,26850993.2,92.7,92,708.7584,5913.8,20.27,0.0656,569.8421,0.0531,138.9163,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3704,-71.0778,POINT (-71.0777670029285 42.3704052079717)
B1213,2022,164-5,Compliant,Non-Residential,College/University,182389,,15 Eliot St,1990,398-3,1,College/University,College/University (103979.0),103979,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,906398.7,3092632.5,1042.6,104261,,,,,,,,3519909.9,,6716803.4,6795895.6,64.6,65.4,13003441.2,13045751.8,125.1,125.5,461.4229,870.1,8.37,0.0718,222.1684,0.0531,5.5378,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,233.7167,0.0575,0,42.3718,-71.122,POINT (-71.1219929751521 42.371798689787)
B1230,2016,159-1,Compliant,Non-Residential,College/University,1223988,1027,1 Harvard Yard,1815,318-16,1,College/University,College/University (38331.0),38331,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,166527.9,568193.2,,,,,,,,,427200.5,913987.4,,1909381,1910009.8,49.8,49.8,3079257.7,3079863.2,80.3,80.3,127.8117,160.8,4.2,0.0749,42.579,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,60.6874,0.0575,24.5452,42.3744,-71.1171,POINT (-71.117071988969 42.3744492799411)
B1846,2023,74-25,Compliant,Municipal,Municipal,13104,0,105 Windsor Street,,622-2,1,,,,,CAMBRIDGE CITY OF,RECREATION DEPT,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3641,-71.0968,POINT (-71.0968047079071 42.3640739442041)
B1647,2023,42-33,Compliant,Non-Residential,Retail,35502,1,200 Broadway,1896,593-2,1,Retail Store,Retail Store (35502.0),35502,,"200 BROADWAY, LLC,",ATTN: CHRISTOPHER CASSEL,83,111755.8,381310.7,11581.6,1158163.7,,,,,,,,,,1539474.3,1727200.9,43.4,48.7,2283741.7,2482605.7,64.3,69.9,89.0487,272.3,7.67,0.0722,27.5334,0.0531,61.5153,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3658,-71.093,POINT (-71.0930139343169 42.3658293489575)
B1277,2016,136-2,Compliant,Non-Residential,College/University,386737,1,12 Quincy St,1901,333-7,1,College/University,College/University (81760.0),89174,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,521945.8,1780879,863.9,86388.2,,,,,,,1365462.1,2109987.4,,5342716.7,5345256.8,65.3,65.4,8858140.9,8860696.4,108.3,108.4,356.5973,687.8,8.41,0.0749,133.4548,0.0531,4.5885,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,140.1,0.0575,78.454,42.3726,-71.1145,POINT (-71.1145352089553 42.3726079435833)
B1185,2018,144-1,Compliant,Non-Residential,College/University,2402868,15,14 Divinity Ave,1826,241-28,1,College/University,College/University (26649.0),26649,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,106730.7,364165,,,,,,,,,7450.4,869160.9,,1240776.4,1246432.1,46.6,46.8,2072078.2,2078882.3,77.8,78,83.6785,,,0.0701,25.5395,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,57.711,0.0575,0.4281,42.3786,-71.1143,POINT (-71.1143091257543 42.3786266606484)
B1439,2021,226-59,Compliant,Non-Residential,Education,28117,0,80 Sparks St.,1859,"219-18, 219-20",2,K-12 School,K-12 School (31615.0),31615,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,64,159388.7,543834.3,12486.9,1248685.7,,,,,,,,,,1792520,1911505.7,56.7,60.5,2833855.9,2958790.9,89.6,93.6,105.6511,23.1,0.73,0.0723,39.3274,0.0531,66.3237,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3808,-71.1312,POINT (-71.1311961350581 42.3808031253022)
B1742,2023,267.3-226,Compliant,Non-Residential,Manufacturing/Industrial,35151,1,13 Mooney Street,1954,48-9,1,Manufacturing/Industrial Plant,"Manufacturing/Industrial Plant (34570.0),Parking (4500.0)",34570,,"CCF ASVRF 13 MOONEY, LLC","C/O CABOT, CABOT & FORBES",,80512,274706.9,13437,1343700,,,,,,,,,,1618406.9,1803677.3,46.8,52.2,2180064.3,2374598.3,63.1,68.7,91.2058,45.6,1.32,0.0722,19.8358,0.0531,71.37,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3948,-71.1509,POINT (-71.1509223981659 42.3947542340101)
B1749,2021,185-59,Compliant,Non-Residential,Education,135082,0,45 Matignon Road,1875,2-5,1,K-12 School,K-12 School (90000.0),90000,,"ECOLE BILINGUE, INC. &",,93,80069,273195.4,40468,4046800,,,,,,,,,,4319995.4,4651661.5,48,51.7,5014087.2,5362336.6,55.7,59.6,234.7011,530.1,5.89,0.0723,19.7561,0.0531,214.945,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.4025,-71.1328,POINT (-71.1328402855197 42.4024983005881)
B1291,2017,144-1,Compliant,Non-Residential,College/University,2402868,15,26 Oxford St,1972,241-7,1,College/University,College/University (46135.0),46135,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1242731.3,4240199.1,45.3,4525.4,,,,,,,3784822.2,6875382.4,,14904929.2,15032445.3,323.1,325.8,23592865,23758607.9,511.4,515,991.9666,176.5,3.83,0.0749,317.7504,0.0531,0.2404,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,456.5151,0.0575,217.4607,42.3793,-71.1152,POINT (-71.1151990643343 42.3792841309017)
B1402,2016,"57-173, 57-131",Non-Compliant,Non-Residential,College/University,420079,0,120 MASSACHUSETTS AVE,1957,708-5,1,College/University,College/University (71444.0),71444,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1301951.7,4442259.1,1975,197500,,,,,,,,5239271.7,,9879030.8,,138.3,,18948759.7,,265.2,,691.2622,996.4,13.95,0.0749,332.8923,0.0531,10.4902,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,347.8798,0.0575,0,42.3596,-71.0952,POINT (-71.0951672946618 42.3596280563696)
B1721,2018,121-2,Compliant,Non-Residential,Office,63632,3,1050 Massachusetts Avenue,1974,489-3,1,Office,"Personal Services (Health/Beauty, Dry Cleaning, etc) (7518.0),Office (65980.0)",73498,,"1050 MASS AVE INVESTMENT, INC.",C/O LINCOLN PROPERTY CO,44,1146556.1,3912049.3,23800.5,2380047.3,,,,,,,,,,6292096.6,6251634.9,85.6,85.1,13452787.7,13414155,183,182.5,400.7741,1462.3,19.9,0.0701,274.3583,0.0531,126.4157,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3698,-71.113,POINT (-71.1130156399838 42.369790109272)
B1592,2020,69-148,Compliant,Non-Residential,Technology/Science,263132,,300 Massachusetts Ave,2015,662-2,1,Laboratory,"Office (109782.0),Laboratory (164674.0)",274456,,MIT WEST 300 BLOCK MASS AVE,FEE OWNER LLC,,7645215.3,26085474.8,202711.4,20271138.4,,,,,,,,,,46356613.2,47046369.6,168.9,171.4,94324024.6,94890053.3,343.7,345.7,2924.8914,4763.3,17.36,0.0709,1848.1939,0.0531,1076.6975,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3621,-71.099,POINT (-71.0989500195118 42.3620992906756)
B1703,2019,168-21,Compliant,Non-Residential,Office,32241,3,1 Mifflin Place,1989,355-10,1,Office,"Office (20353.0),Retail Store (7094.0)",27447,,"119 MOUNT AUBURN STREET LLC,",C/O UPLAND CAPITAL CORPORATION,,352439,1202521.9,14792,1479200,,,,,,,,,,2681721.9,,97.7,,4920221.2,,179.3,,157.5094,444.3,16.19,0.0656,78.942,0.0531,78.5674,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3734,-71.1225,POINT (-71.1225426120186 42.3734122262301)
B1331,2020,95-75,Compliant,Non-Residential,Technology/Science,29040,1,99 Erie ST,1927,707-3,1,Laboratory,Laboratory (27960.0),27960,,MIT 99 ERIE LLC C/O ARE EQUITIES INC,C/O ARE-MA REGION NO. 33 LLC,,1273492.8,4345157.8,47082.8082,4708280.8,,,,,,,,,,9053438.7,9480573.3,323.8,339.1,17110136.8,17558628.2,612,628,557.9402,107.8,3.86,0.0709,307.8608,0.0531,250.0794,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3591,-71.1053,POINT (-71.1052951204555 42.3590537234108)
B1739,2024,9-41,Compliant,Non-Residential,Office,114609,3,10 Canal Park,1983,468-9,1,Office,"Office (135710.0),Parking (11155.0)",135710,,"TEN CANAL PK MASSACHUSETTS, LLC,","C/O US REAL ESTATE INVEST FUND, LLC",66,1838973.9,6274578.8,,,,,,,,,,,,6274578.8,6274578.8,46.2,46.2,17568820.6,17568820.6,129.5,129.5,453.0701,955.1,7.04,0.0722,453.0701,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3686,-71.0753,POINT (-71.0753045943941 42.3685836043491)
