bbl,tenant,floor,sf_occupied,move_in_date
1000240001,Seaport Securities,GRND,1350,5/10/25
1009930001,SearchOne Advisors,18th,3324,3/1/12
1000430005,Seastone Capital,7th,"1,000",24-Jan
1008670070,"Sebastian Capital, Inc.",GRND,"22,000",16-Mar
1007870025,Second Life Interiors,9th,900,13-Jul
1008610075,Secret Eyelash,10th,1697,1/1/14
1007860051,Securitas USA,14th,19195,10/1/23
1000780004,Securities Training,7th,"32,386",14-Sep
1007600063,Security USA,4th,"6,094",15-Sep
1012860043,Sedesco,6th,4760,10/1/15
1000220013,SEDH Law Co,14th,17317,2/1/22
1012760004,Sedlmayr Associates,30th,"4,988",17-Jan
1007870020,Seduno Group NY,9th,3880,9/1/24
1008000065,Seed Design,4th,1500,9/1/17
1008290032,Seedtag New York,3rd,5909,5/1/23
1013050060,"Seiden & Schein, P.C.",14th,13665,9/1/20
1007780036,Seiden Law,12th,4869,4/1/23
1007760001,Seiden Law,12th,"4,869",23-Apr
1007780043,Seidman & Morestein,15th,6300,10/1/90
1007610053,Seks NYC,8th,"1,520",23-Nov
1012620048,Select Antique Jewelry,3rd,1500,6/1/01
1012630024,Select Antique Jewelry,3rd,"1,500",19-Jun
1005310020,Select Equity Group,"2nd, 4th, 5th, 6th",36543,11/1/18
1000100016,Select Office Suites,"2nd, 3rd, 10th","42,451",19-Aug
1009030047,Selectcare Home Health Care,3rd,3000,7/1/14
1012620001,Selfhelp,"2nd, 3rd",45689,9/1/25
1008460026,Selldorf Architects,2nd,12500,9/1/06
1012590019,Sen Sakana,GRND,3000,7/1/17
1012610034,Senszio,9th,9799,6/20/25
1012900056,Senvest Management,GRND,500,24-Oct
1008290007,Seoul NYC,GRND,"1,800",23-Jun
1012630034,Sephora,2nd,"10,656",20-Apr
1013940013,Sephora,GRND,4667,9/1/01
1012890014,Sephora,GRND,"6,400",22-Mar
1008820085,Sepp Leaf Products,13th,"4,617",Mar-98
1008280056,Sequel Studio,15th,"5,458",10-Oct
1008110051,Sequin,8th,8361,3/1/22
1005590016,Sequoia Capital,19th,13089,9/1/22
1010270020,Serafina Restaurant Group,2nd,5000,7/16/25
1008210055,Serein Lash Chelsea,3rd,1200,4/1/20
1005220010,Serengeti Asset Management,12th,"10,693",13-Oct
1005220012,Serenity Natural Health,10th,600,11-Jun
1002250008,Serhant,10th,"10,000",23-Aug
1012690001,Servcorp,19th,10600,7/1/10
1008110062,Setty & Associates,8th,4000,2/1/20
1009930036,Seven Eight Capital,5th,"14,000",21-Oct
1008010001,Seven Grams Cafe,GRND,950,14-Sep
1005800065,Seven Grams Cafe,GRND,"1,000",18-Mar
1012920052,Seven Points Capital,11th,3000,6/17/25
1002090028,Seven50,GRND,500,22-Sep
1008220015,Seven50,9th,5386,3/1/16
1008570038,SevenRooms,8th,"13,121",23-Jun
1005000011,Seventh Art,6th,1000,12/1/01
1008370056,Severud Associates,9th,17000,3/1/15
1000090029,Seward & Kissel,"19th, 20th, 21st, 22nd, 23rd, 24th",153840,1/1/89
1012870058,SG Partners,5th,"4,667",21-May
1013090032,SGD Pharma,4th,4000,4/22/25
1010250025,Shake Shack,GRND,3268,20-Jan
1005810063,Shake Shack,GRND,32000,3/1/18
1008110021,Shake Shack,GRND,3500,10/1/15
1008950045,Shake Shack,GRND,"3,000",14-Dec
1008370036,Shalom International Corp.,"2nd, 4th",22710,9/1/07
1008610075,Shalva,6th,2326,2/1/18
1000100016,Sharma Law Associates,GRND,500,25-Apr
1009930036,Sharp Entertainment,"6th, 7th","28,000",10-Apr
1012900056,Sharp Key Capital,19th,"8,000",25-Sep
1012620048,Shaun Gems International,7th,1200,7/1/01
1012630024,Shaun Gems International,7th,"1,200",20-Jul
1008400042,Shaver Hall,1st,35000,25-Mar
1000430005,Shay L Askew Ministries,GRND,500,25-Jul
1013220001,Sheffield Haworth,28th,7852,22-Oct
1008690054,Shen Milsom & Wilke,14th,"13,500",22-Jan
1007850041,Sher Plastics Co.,2nd,6000,8/1/02
1000100016,Sher Tremonte,"22nd, 23rd","18,112",18-Apr
1013120015,Sherborne Investors Mgmt,32nd,7255,1/1/00
1007840077,Sherman & Gordon,23rd,2900,4/1/07
1007790017,Sherman & Kjeldgaard,13th,5386,11/1/17
1005050001,Sherwin-Williams,GRND,"1,400",19-Jan
1007600063,Shields,GRND,500,20-Nov
1004860011,Shift 7 Digital,5th,1500,2/20/25
1007610053,SHiFT Midtown,2nd,"5,700",24-Aug
1010130029,Shiloh Consulting,4th,6884,12/1/17
1010210026,Shinhan Bank,26th,"15,279",22-Jul
1008220009,Shinji's,GRND,"2,200",22-Aug
1012820017,Shiseido,"15th, 16th, 17th, 18th, 19th, 20th, 22nd","184,286",18-Oct
1007800036,Shizuoka Bank,10th,9574,12/22/25
1002330026,Shopify,"6th, 7th","24,630",23-Dec
1006870029,Shopify,8th,"58,812",24-Apr
1008600045,ShopKeep,7th,15500,7/1/16
1013060033,Shorenstein Properties,17th,"13,700",11-Jul
1000650007,Short & Billy,11th,3885,11/1/24
1007890021,Shoshanna,4th,5700,6/1/03
1008260065,Showplace Fine Art,GRND,32870,7/1/92
1008350041,Showroom,GRND,500,25-Jun
1012630061,Shree Gems,14th,"2,030",17-Feb
1013070014,ShufroRose,15th,8607,11/1/17
1012630051,Shula New York,GRND,1000,2/1/01
1000090001,Shulman & Hill,15th,"13,748",20-Jan
1000510007,SI Engineering,19th,10108,3/1/22
1000400014,SIA Partners,1st,6500,3/1/22
1012630034,SIBA MGT.,33rd,"6,000",Nov-00
1009990029,Sichenzia Ross Ference Carmel,1st,12263,6/17/25
1008110010,Sido New York Real Estate,4th,"1,000",17-Jul
1012630051,Siegel & Coonerty Attorneys,15th,4850,2/1/25
1005970055,Siegelman Stable,10th,2640,4/1/01
1012830069,Siegelson's Diamond,15th,5000,11/1/98
1000480001,SIFMA,35th,25221,4/1/22
1008530002,Sigma Computing,3rd,"64,077",27-Jan
1008570038,Sigma Computing,"5th, 6th","26,242",26-Jan
1005590016,Sigma Computing,9th,15240,5/1/22
1008600001,Signal Products,"4th, 11th",7300,12/1/01
1008340039,Signal Products,"4th, 11th","7,300",19-Dec
1008060058,Signature Estate & Investment,GRND,1433,12/1/24
1010090005,Signet Healthcare Partners,59th,4531,7-Nov
1010030005,Signet Jewelers,4th,60427,22-Aug
1007970054,Significant Others,8th,"1,700",18-Jun
1008880024,"Silber, Madelyn, Joan, Psyd",GRND,3000,21-Aug
1013120024,Silberman Zaretsky,8th,4742,12/1/98
1007050001,Silver Lake,"40th, 41st","58,089",19-Mar
1008230055,Silver Mirror Facial Bar,GRND,"1,650",22-Dec
1008400071,Silver Point Innovations,16th,5725,3/1/21
1005050036,Silver Rock,25th,8652,6/23/25
1012690001,Silvercrest Asset Management,"37th, 38th, 39th, 40th",41600,4/1/02
1012720063,Silverpeak Real Estate Partners,29th,"24,000",16-May
1006920015,Silverstein Photography,GRND,3000,20-Nov
1000090001,SimCorp.,29th,"14,000",17-Jul
1013080033,Simi Capital Group,8th,9577,11/1/23
1008610072,SimilarWeb,8th,16000,9/1/24
1008590072,Simmons Hanly Conroy,7th,7500,7/1/16
1012640005,Simon & Schuster,"4th, 9th, 10th, 11th, 12th, 13th, 14th, 17th","290,082",May-95
1012750012,Simon & Schuster,5th,2500,8/17/25
1013130004,Simon Property Group,26th,"11,591",23-Jan
1012890052,Simplicity Creative Group,5th,24468,1/1/01
1008130055,Simpson Thacher & Bartlett,"12th, 13th",34550,1/1/98
1008830088,Simulmedia,11th,20585,7/1/16
1000290070,Sinch,3rd,13052,5/1/04
1007800010,Sinequa Corp,8th,3730,1/1/22
1012830069,Singapore Tourism Board,7th,2500,6/1/06
1001510032,"Singh Law Firm, P.a.",GRND,500,25-May
1013180033,Single Parent Resource Center,5th,5000,11/1/01
1012940037,SinoVision Net,10th,4750,10/2/25
1005780067,Sinvin Real Estate,8th,"6,000",17-Jan
1010010029,SiriusXM,"35th, 36th, 37th, 38th","190,572",Apr-99
1008120022,Sisense,4th,"24,169",17-Apr
1008400013,Site Safety,10th,4200,6/1/20
1008400023,Site Safety,12th,6944,5/1/20
1008400028,Site Safety,2nd,4465,3/1/23
1008030067,Siteworks,6th,1650,2/1/20
1008370056,Situation Group,13th,17058,12/1/15
1010030029,SitusAMC,34th,40361,1/23/25
1013050013,"Sive, Paget & Riesel P.C.",15th,16272,12/1/16
1000880005,"Sivin, Miller & Roche",14th,"3,000",12-Jun
1000160120,Sixpoint Brewery,GRND,"7,606",23-Dec
1008410031,SJH Early Childhood Center,GRND,20000,
1012910038,SK Capital Partners,18th,12270,18-Jun
1000240001,Skai,33rd,13273,5/1/24
1000090029,Skarzynski Marick,32nd,28307,11/1/99
1010160036,Skechers,GRND,4000,3/1/01
1007580082,Sketchfab,17th,1659,2/1/22
1008880024,"Skin Cancer Foundation, Inc.",11th,"3,000",17-Oct
1005110001,Skin Care Lab,3rd,1500,11/1/96
1008280009,Skin Center Ny,4th,1300,1/1/20
1012790065,Skin Magic Ltd.,15th,500,22-Dec
1010100021,Skin Spa New York,2nd,4200,8/1/12
1004840024,Skin Spa New York,GRND,"6,706",13-Jan
1013740045,SKINNEY Medspa,GRND,"3,550",20-Jul
1007830070,Skinny Louie,GRND,1387,5/1/01
1005450026,Skip Protocol,10th,"3,886",24-Feb
1012900006,Skorpios,GRND,2000,3/1/22
1006920015,Skoto Gallery,5th,"3,077",20-Apr
1013210001,Skuld,25th,6961,14-Apr
1008260069,Skurnik Wines,9th,9529,2/1/18
1007280060,Sky Bird Travel & Tours,9th,1000,8/1/19
1012630014,Sky Dia,16th,"3,000",23-Jan
1007600032,Skyhorse Publishing,11th,12914,1/1/17
1012970033,Skylark,4th,"18,606",19-Dec
1008710003,Skylight Real Estate Partners,5th,2805,8/1/15
1008810029,Slade Elevator,3rd,4619,1/1/18
1008220070,Slate Restaurant Bar,GRND,18800,5/1/99
1012580034,SLC Management,25th,"12,201",17-Oct
1008120022,SLCE Architects,14th,"24,121",13-Mar
1008710068,Slice Insurance Technologies,GRND,500,25-Jun
1000890001,Slide Network,GRND,500,20-Jul
1008340019,Slim Herbal Beauty Company,8th,1496,4/1/18
1007580082,SLR,17th,2000,1/1/19
1012730012,SLS Capital,10th,2507,12/1/16
1008220058,SMAC-Ent,8th,5281,9/1/24
1009270055,Small Door Veterinary,GRND,"2,532",21-Nov
1007790039,Smart,GRND,500,25-May
1008390070,Smart Age,12th,2327,6/1/18
1005220010,Smartasset,1st,"10,000",25-May
1012830017,SmartEnergy,9th,3408,19-Feb
1012750061,Smarter Grid Solutions,17th,"1,712",24-May
1000510001,Smartly,24th,"17,497",22-Jun
1008300062,SmartSource,9th,1200,7/1/11
1007800036,Smashburger,GRND,2000,10/1/21
1012670034,SMB Capital,16th,10537,21-Feb
1000430001,SMCP North America,12th,17337,10/1/01
1008630027,Smile Center,5th,6725,7/1/16
1005050036,Smile Design,23rd,8857,5/24/25
1007600012,Smith Engineering,8th,2250,7/1/16
1007610033,Smith Party Rentals,14th,2800,1/1/01
1008000061,Smithfield Hall,GRND,"6,000",14-Feb
1008510035,Smithsonian Institution,3rd,"9,044",12-May
1007890030,SMS Engineering,12th,1000,1/1/20
1008410020,SMS Engineering,12th,"1,000",20-Jan
1013220001,SMS&M Attorneys,24th,13055,21-Mar
1008220062,Smuggler,12th,5734,3/1/09
1009960001,SNA Displays,20th,7625,6/1/17
1004770011,Sneakers Apps,8th,"5,099",24-Jan
1012610016,Snelling,14th,7038,1/1/25
1019090012,Snipes,GRND,"13,067",23-Jan
1007870001,Snippies,22nd,"3,000",1-Jan
1007850007,SnoPea,4th,900,18-Mar
1012900056,Snowden Lane Partners,9th,"5,000",15-Jun
1013170007,Soba Totto,GRND,500,20-Feb
1000880010,Sobel Pevzner,8th,1200,12/1/16
1000440001,Socceroof,GRND,"20,000",24-Nov
1008680012,Social Accountability Int'l,10th,5166,3/1/18
1006460019,SoFi,2nd,13071,6/1/17
1000780004,Social Security Administration,"3rd, 4th","45,252",12-Jun
1007790017,SocialFly,7th,2520,1/1/17
1013010001,Societe Generale,"3rd, 4th, 5th, 7th, 8th, 9th, 10th, 11th, 23rd, 32nd",439878,11/13/25
1009950005,SOCOTEC USA,GRND,5564,2/20/25
1008260019,"Sofinnova Investments, Inc.",3rd,"3,353",22-Oct
1012610016,Sofitel New York,GRND,1902,4/1/00
1009990009,Soham Diamonds,12th,2500,1/1/01
1019670040,Soharlem,3rd,"8,144",16-Jul
1004980011,SoHo Dental Group,5th,1800,6/1/19
1005230048,Soho Picture Framing,GRND,"1,000",24-Feb
1001940042,SoHo Repertory Theatre,3rd,1000,8/22/25
1006920023,SoHo Works,GRND,"9,100",18-Jul
1008050094,Soilair Selection,7th,"3,780",17-Aug
1012590001,Sojitz Corporation of America,7th,"20,223",10-Dec
1008610075,Soju Haus,2nd,4950,7/1/16
1008330006,Soko Glam,10th,7772,7/1/01
1012760042,Sol de Janeiro USA,"19th, 20th","57,203",25-Jan
1008280035,SOL Mexican Cocina,GRND,"5,541",23-Mar
1000200004,Sol Speedy,GRND,1371,6/1/16
1008190010,Sola Salon Studios,5th,7200,5/1/24
1007850007,Solari,GRND,"1,500",22-Dec
1005450026,Solebury Trout Communications,9th,"8,000",10-May
1008010061,Soledad O'Brien Productions,"7th, 11th","1,000",22-Nov
1006920015,Solid & Striped,7th,"2,711",19-Nov
1000510001,Solidus Labs,10th,"3,000",20-Jan
1009990029,Solil Management,10th,27508,2/1/15
1001500031,Solitaire Jewelry,GRND,600,20-Jun
1009940045,Soliya,GRND,500,25-Sep
1008680016,Solomon Page Staffing,"3rd, 4th",53919,2/1/08
1007860001,Soma Salads,GRND,"1,057",22-Sep
1010010029,Sompo,"17th, 18th, 19th","142,267",17-Sep
1008620026,Sonal J Shah Event Consultant,6th,1500,9/1/10
1008430020,Sonic Union,8th,"9,233",10-Sep
1012950058,Sono Bello,"10th, 15th",9234,2/1/17
1012950058,Sophie's Cuban Cuisine,GRND,2725,1/1/05
1008110001,Sopo,GRND,"3,156",24-Apr
1008020022,SOSA,5th,"4,400",21-Jan
1013740014,Sotheby's,2nd,37926,19-Oct
1008500001,Sotheby's,4th,8500,3/1/13
1013050060,Sotheby's,6th,19436,9/1/20
1008000061,Soul Centered Therapy,8th,750,20-Feb
1009930029,SoulCycle,GRND,3359,8/1/15
1006010047,SoulCycle,GRND,24586,5/11/25
1008280056,SoulCycle,GRND,"4,550",14-Nov
1007620019,Sound and Vision Advanced Technologies,14th,800,16-Apr
1008110062,Sound Communications,11th,4000,7/1/01
1008500001,Sound Lounge,"12th, 13th",22476,2/1/14
1008230024,Sound Performance USA,3rd,2500,9/1/10
1013070001,Sound Point Capital Mgmt,"33rd, 34th",30788,8/16/25
1006270043,SoundCloud,6th,"23,000",24-Jan
1012760004,Soundcore Capital Partners,20th,"4,855",19-Mar
1008670015,Sourcebooks,8th,"2,614",14-Apr
1000880018,Sourcecamp,40th,4050,6/1/22
1013250001,South African Consulate,"9th, 10th",50000,7/1/21
1000750030,Southard Communication,GRND,1922,4/14/25
1008010055,Southbridge Press,3rd,2100,7/1/16
1008950001,Southern Land Company,4th,"13,000",25-Jun
1013200046,Sovereign Partners,37th,9500,4/1/14
1007860064,SP Capital Group,6th,"1,200",22-Jan
1007880073,SP Plus,15th,9550,5/1/19
1008440003,Spa Week Media Group,4th,1928,6/1/01
1007880049,Space 530,GRND,30000,8/1/15
1010270020,Spaces.,15th,23076,9/20/25
1008830088,Spaces.,"8th, 9th, 10th",61755,7/1/21
1008060058,Spaces.,"9th, 10th",54200,6/1/19
1012970023,Spaces.,GRND,127028,19-Jan
1006460027,Spaces.,GRND,10000,8/1/18
1008060009,Spada Uniform Apparel,5th,8335,1/1/01
1000130005,Span,15th,6096,4/1/20
1007880011,"Spandex House, Inc.",GRND,"10,000",1-Aug
1008560009,Spanish Broadcasting System,19th,12083,8/1/20
1007840064,Spanish-American Institute,2nd,11486,7/1/16
1008480043,Spanx,10th,"12,003",24-May
1000880018,Spar & Bernstein Law Offices,5th,16500,10/1/82
1008070001,SPARC Group,"5th, 6th, 7th",175000,12/1/21
1005990064,Spark Foundry,GRND,1500,3/1/20
1013190047,Sparks Steak House,GRND,22500,2/1/20
1000200009,Spartan Capital Securities,19th,12898,11/1/14
1007790066,Spca International,15th,"3,137",10-Jun
1012630071,Speakeasy,8th,5865,12/1/10
1008260026,Speakeasy,GRND,2563,8/21/25
1013100065,Spear,10th,"3,135",4-Aug
1008620026,Spear Physical Therapy,4th,5532,12/1/21
1008590015,Spear Physical Therapy,8th,11012,3/1/25
1012950040,Spear Physical Therapy,GRND,"2,700",21-May
1008560024,Spears & Imes,20th,"23,334",24-Feb
1007850007,Spechler Vogel Textiles,GRND,500,22-Oct
1013170007,Special Olympics New York,11th,"4,008",Jan-90
1008610015,Specialty Food Association,12th,18364,11/1/09
1008150039,Spectral Masters,GRND,500,24-Aug
1005450006,Spectrum,GRND,7050,4/1/16
1008250017,Spectrum,GRND,"20,632",14-Mar
1007130001,Spectrum News NY1,6th,31100,1/2/25
1010220043,Spectrum Reach,"39th, 40th","106,252",13-Dec
1000160150,Spectrum Science,26th,"7,083",16-May
1012610030,Spectrum Source Corp,5th,1718,7/1/16
1006270043,Spell Inc.,7th,"8,330",18-Aug
1008710068,Spence-Chapin,11th,"16,000",23-Jan
1008720013,Spence-Chapin,GRND,16000,1/1/23
1008690034,Spencer Stuart,4th,42468,1/1/23
1013010033,Spencer Trask Ventures,1st,500,24-Oct
1012930026,Sperry Mitchell & Company,35th,3920,17-Jan
1008280035,SPF Investment Management,13th,"6,858",18-Nov
1007870025,Spiewak,15th,"3,244",13-Oct
1008510041,SPIN,GRND,5000,5/1/02
1010210026,SPIN,GRND,500,24-May
1007620019,Spinkick Pictures,6th,941,17-Jul
1008620016,Spivak Architects,15th,5054,11/1/23
1008410001,Spivak Lipton,20th,9750,1/1/22
1002260001,Splashlight Studios,3rd,"72,723",17-Dec
1008710003,Split Rock Group,3rd,3457,7/1/16
1008400071,Sportlife Brands,GRND,7000,1/1/01
1008230024,Sports Video Group,3rd,2300,8/1/01
1012750050,SportsLab New York City,GRND,"3,500",21-Aug
1012710071,Sportstars,19th,4000,3/1/13
1012610036,SPP Capital Partners,12th,5139,7/19/25
1008560058,Spring Health,"2nd, 3rd",30407,12/1/22
1013740014,Spring Mountain Capital,20th,6431,15-May
1007860064,Spring Muse,17th,500,21-Mar
1007940030,Spring Street Group,3rd,1408,8/21/25
1009970029,Springbone Kitchen,GRND,1973,1/1/24
1000160125,Springbone Kitchen,GRND,500,25-Apr
1006460019,Springcoast Capital Partners,6th,4743,7/1/23
1012900021,Spruce Capital Partners,19th,"14,149",19-May
1008690066,SPS Global,"4th, 9th",25683,9/1/24
1008590024,SPS Worldwide,GRND,1166,12/20/25
1013030033,Spunk Fund,28th,5547,2/20/25
1007840041,SPX Cooling Tech,"8th, 15th, 23rd, 24th, 25th, 26th",13870,7/1/24
1008060026,SquareFoot,9th,"8,000",23-Feb
1012760069,SquareFoot,GRND,"1,520",22-Aug
1005810063,Squarespace,"5th, 6th, 10th, 11th, 12th",150000,10/1/15
1012590001,Squire Patton Boggs,13th,"23,193",24-Sep
1001510032,Squitieri & Fearon,7th,"3,600",22-Feb
1007850075,SR Backpacks,5th,"1,500",17-Sep
1009950033,SRS Investment,39th,17131,8/10/25
1009950005,SS&C,6th,53442,1/19/25
1012950033,SS&C,10th,7497,1/22/25
1007840077,SS&D,GRND,2577,4/19/25
1010150029,SSEU,4th,12600,12/1/21
1013010001,SSWING,GRND,1000,2/24/25
1012750059,Stable,22nd,6035,10/1/22
1008610075,Stack Builders,7th,1050,6/1/20
1000770008,Stack Exchange,"27th, 28th",30220,11/1/12
1008720013,Stackline,8th,16000,4/1/25
1008710068,Stackline,8th,"16,000",25-Apr
1013180033,Staffing 360 Solutions,GRND,3890,1/22/25
1008640025,Stahl Eye Care Experts,2nd,"2,950",3-Nov
1008460033,Stairs Dillenbeck & Finley,5th,"6,949",14-Nov
1004970018,Staley-Wise Gallery,3rd,"4,393",7-Mar
1008190044,Stamberg Aferiat & Associates,13th,"6,500",1-Apr
1012900056,Standard Bank,25th,"6,950",24-Sep
1012730022,"Standard Industries, Inc.",47th,"28,620",12-Feb
1008280035,Standing Architecture,PENT,"2,500",9-Mar
1008490063,Stanford University,18th,5885,7/1/15
1008490070,Stanford University,18th,"5,885",15-Jul
1012750069,Stantec,"7th, 8th, 12th","47,433",19-Jan
1013280001,Stanton,14th,10805,6/22/25
1008390060,Stantt,6th,1000,1/1/01
1012670001,Staple Street Capital,10th,27810,16-Nov
1007850001,Staples,GRND,"13,388",6-May
1008420023,Staples,GRND,"18,000",7-Jun
1008360035,Star M.D.,10th,2888,8/1/01
1013220001,Starboard Value,18th,13104,25-Apr
1001280002,Starbucks,16th,600,19-May
1007800036,Starbucks,GRND,4633,3/1/97
1007570054,Starbucks,GRND,4000,1/1/20
1006720001,Starbucks,GRND,1200,9/18/25
1010250025,Starbucks,GRND,2600,20-Apr
1008070001,Starbucks,GRND,2902,10/1/18
1007850037,Starbucks,GRND,2239,8/1/17
1005320015,Starbucks,GRND,7430,3/1/13
1008150001,Starbucks,GRND,4000,4/1/20
1009960001,Starbucks,GRND,1750,12/1/17
1000090029,Starbucks,GRND,1891,3/1/98
1008690034,Starbucks,GRND,5000,12/1/04
1000200016,Starbucks,GRND,1949,11/1/18
1000130027,Starbucks,GRND,1000,2/9/25
1008110031,Starbucks,GRND,2500,1/1/25
1008410001,Starbucks,GRND,1020,6/1/18
1008590048,Starbucks,GRND,1000,7/1/18
1000160150,Starbucks,GRND,"1,750",10-Apr
1000680036,Starbucks,GRND,"1,700",Sep-99
1000800001,Starbucks,GRND,500,3-Apr
1002160001,Starbucks,GRND,"1,750",21-Sep
1005050001,Starbucks,GRND,"1,250",6-Apr
1007120036,Starbucks,GRND,"21,422",18-Apr
1008590039,Starbucks,GRND,"1,000",18-Jul
1009200012,Starbucks,GRND,"3,138",17-Aug
1010050029,Starbucks,GRND,"2,020",12-Jun
1010210026,Starbucks,GRND,"1,599",19-Mar
1010480033,Starbucks,GRND,600,18-Jun
1012820021,Starbucks,GRND,"1,500",19-Jan
1012850015,Starbucks,GRND,"3,480",22-Apr
1012880027,Starbucks,GRND,"2,500",25-May
1008350041,Starbucks,GRND,"49,140",14-Feb
1012760042,Stark Office Suites,"40th, 46th, 47th","37,412",2-Mar
1010290012,Starpro Physical Therapy,12th,"3,438",22-Dec
1012870058,Starpro Physical Therapy,6th,"3,973",24-Jun
1000160125,Starpro Physical Therapy,GRND,"3,619",25-Sep
1009980029,Starr Insurance,"7th, 8th","49,264",25-Sep
1000110021,Starr Whitehouse Landscape Architects,17th,"5,850",18-Nov
1009030047,Starta Accelerator,4th,3300,12/1/17
1009980024,Startrax Production,8th,3000,9/1/23
1006460001,Starwood Capital Operations,8th,14258,7/1/19
1013100001,State Bank of India,"33rd, 39th, 40th","41,700",26-Jan
1008610075,State Farm,10th,1025,11/1/21
1000200004,State Farm,GRND,1000,8/1/10
1007620019,State Farm,17th,810,23-Jan
1000860001,New York State,14th,"1,000",20-Feb
1008870082,State of the Art Wood Floor,GRND,"1,800",5-Dec
1013740049,Stavros Niarchos Foundation,"21st, 22nd","7,906",16-May
1012920037,Steadfast Financial,20th,16247,10/21/25
1010480033,"Steelcase, Inc.","6th, 7th, 8th","38,000",Aug-98
1008280033,Steelite,12th,3100,9/1/14
1004260029,Stefan Hagen Photography,3rd,500,21-Mar
1008560058,Steginsky Capital,10th,1500,11/1/10
1007850025,Steinway Moving & Storage,8th,"2,153",24-Aug
1007850029,Steinway Moving & Storage,8th,"2,153",24-Aug
1000210004,Stella Adler Studio,GRND,26925,8/1/19
1008220049,Stella McCartney,9th,5300,11/1/01
1012850015,Stella Point Capital,25th,"5,445",16-Sep
1007870076,Stella Sourcing,GRND,"1,000",17-Dec
1008730067,Stellar Health,17th,17225,10/1/01
1008290068,Stellar Management,6th,11584,8/1/00
1013090032,Stellex Capital,25th,18305,4/20/25
1006970047,Stem Save,6th,"1,200",16-Jul
1013940013,Stemline Therapeutics,4th,18091,2/1/12
1008430020,Stephanie Goto Design Group,PENT,"1,519",21-Nov
1009990003,Stephanie Gottlieb Jewelry,21st,7446,6/1/01
1007540078,Stephen Gould,10th,"4,100",17-Sep
1012580009,Steptoe,"34th, 35th","45,785",11-Sep
1009960029,Steptoe,43rd-45th,57988,25-Oct
1012990022,Sterlingrisk,7th,3305,12/1/13
1005460021,Steve Madden,"4th, 5th, 7th",58821,3/1/01
1008360020,Steve Madden,"4th, 5th, 7th","58,821",14-Mar
1000280012,Steven Fischthal,5th,"1,836",9-Aug
1007280060,Steven Holl Architects,11th,7000,3/1/01
1005000011,Steven Meisel Studio,6th,5000,10/1/01
1012900044,Steven Mitchell Sack Law,10th,4929,11/1/15
1013110050,Steven Struhl,15th,"1,500",12-Aug
1008030004,Steven Winter Associates,17th,"3,100",10-Sep
1012870052,Stevens & Lee,20th,10320,8/1/00
1012990027,Steward Partners,36th,"16,400",24-Oct
1012990027,Stewart Title,33rd,"16,355",21-Aug
1007840060,Stick My Pot Potstickers,GRND,1000,2/1/19
1008710060,Sticky Audio Labs,6th,9356,5/1/18
1013250001,Stikeman Elliot,20th,5772,11/1/19
1007840051,Stillwell Partners,6th,5700,6/1/01
1008460033,STK Steakhouse,GRND,"12,714",25-Oct
1012580009,STK Steakhouse,GRND,"16,101",10-Feb
1007570054,STO Building Group,"6th, 11th, 12th",107020,6/1/16
1000430005,Stoever Glass,7th,"1,500",17-Dec
1013120015,Stoli Group,9th,13260,4/1/18
1005230048,Stone And Strand,4th,"3,225",2-Dec
1008730067,Stone Source,7th,16313,1/1/90
1010090005,StoneCastle Partners,52nd,8785,12-Oct
1010240015,Stonehenge NYC,21st,13402,18-Nov
1008290016,Stonehill Taylor,5th-6th,14345,8-Apr
1013010001,StonePeak Partners,"31st, 32nd",76718,10/25/25
1007050001,StonePeak Partners,48th,"29,681",19-May
1007790017,Stonewall Community Found.,2nd,2350,11/1/22
1007600043,Stony Brook University,5th,"7,882",17-May
1008180066,Storage Deluxe,8th,"6,000",8-Jan
1000240036,StoreBound,19th,"13,204",15-Mar
1009970041,STOUT,29th,13313,3/1/17
1012760033,Stout NYC,GRND,"1,000",25-Jun
1012750027,Stradley Ronon,20th,16385,2/16/25
1005640034,Strand Book Store,"2nd, 3rd","38,100",Mar-98
1008220009,Strange Cranium Productions,10th,"3,000",18-Jun
1012790045,Strategas,8th,"8,900",7-Jan
1010290012,Strategic Advisors,19th,"3,141",23-Aug
1001500031,Street Smart Video,2nd,"2,332",16-Jul
1008220015,Stretch*d,GRND,2678,11/1/18
1000110021,StretchLab,GRND,"2,177",25-Apr
1007850001,Strictly Tango Nyc,4th,"1,500",23-Jun
1008440003,Stride Physical Therapy,10th,2500,8/1/01
1000440001,Stripe,"45th, 46th, 47th, 48th","146,500",25-Jan
1008610047,Strive Total Wellness,GRND,1709,5/21/25
1008380024,Strivers Management Group,8th,640,25-Aug
1008000068,Stroma Physical Therapy,6th,1189,7/1/16
1008860001,Structure Personal Fitness,GRND,10767,11/20/25
1007570054,Structure Tone,12th,2712,6/16/25
1012630024,STS Gold Refiners,GRND,500,23-Jan
1001940042,Stu Loeser & Company,33rd,3500,7/16/25
1008330011,Stu Loeser & Company,PENT,3353,10/1/24
1008150014,Stub Hub,1st,6401,1/1/16
1007890021,Studio A Showroom,2nd,1439,2/1/01
1000680011,Studio Architects,1st,3100,9/20/25
1012640005,Tishman Speyer,"15th, 16th, 18th, 19th","92,369",20-Jun
1012580021,Tishman Speyer,2nd,"39,498",22-Mar
1005800065,Tishman Speyer,"2nd, 4th","44,152",14-Aug
